Code Client;Civilite;Nom;Prenom;Adresse1;CodePostal;Commune;Date Naissance;Date entrée en relation;Email;Twitter;facebook;Klout;Points;AppMobile;Magasin;Newsletter;score parfums BIO;score soleil des iles
2868054;Mlle;POINSARD;Alexia;2 rue Ernest Champeaux;21000;DIJON;09-oct-90;14-déc-15;POINSARD@yahoo.fr;;Alexia.POINSARD@facebook.com;25;42;0;Montparnasse;1;1;1
2665443;Mme;ROZANGE;LAURENCE;4 BD CLEMENCEAU;21000;DIJON;24-août-85;15-oct-15;LAURENCE_ROZANGE@outlook.fr;;;14;97;0;Montparnasse;0;0;0
2668027;Mr;TREGUIER;Claude;12 RUE DES ROSIERS;21000;DIJON;11-oct-79;23-juin-16;TREGUIER@yahoo.fr;http://twitter.com/TREGUIER;;54;25;0;Wagram;0;1;1
2890911;Mme;PANAFIEU;Estelle;CHENE;21110;IZIER;28-janv-77;13-mars-15;PANAFIEU@yahoo.fr;;PANAFIEU@facebook.fr;23;68;0;Montparnasse;0;0;0
2782195;Mme;BELIN;Fumio;4BIS RUE DE FRANCHE COMTÉ;21110;GENLIS;10-mars-77;06-mai-16;BELIN@yahoo.fr;http://twitter.com/BELIN;Fumio.BELIN@facebook.com;67;24;0;Montparnasse;0;0;0
2274057;Mme;FRANCISCI;Philippe;28 RUE DES CHAMPS VIAUX;21121;DAIX;15-avr-86;12-févr-16;Philippe.FRANCISCI@gmail.com;http://twitter.com/FRANCISCI;;51;75;0;Montparnasse;0;1;0
6958098;Mme;BIZET;PATRICIA;84 RUE DE L EUROPE;21121;FONTAINE LES DIJON;02-juil-87;12-mai-15;BIZET@yahoo.fr;http://twitter.com/BIZET;BIZET@facebook.fr;19;1;0;Montparnasse;1;1;1
2273737;Mlle;GODEFROY;Dolores;22 RUE DE CHARME;21130;LES MAILLYS;09-mars-85;30-mai-16;Dolores.GODEFROY@free.fr;http://twitter.com/GODEFROY;;11;274;0;Montparnasse;0;1;0
3052724;Mme;MARTHIEN;Evelie;6 RUE DE LA GALERE;21130;AUXONNE;15-mai-81;23-juin-16;Evelie.MARTHIEN@gmail.com;;MARTHIEN@facebook.fr;90;4;0;Montparnasse;0;1;1
2657752;Mme;HERBACH;MIREILLE;2 RUE DOCTEUR SIMON;21140;SEMUR EN AUXOIS;01-juin-90;20-nov-15;MIREILLE.HERBACH@gmail.com;;MIREILLE.HERBACH@facebook.com;19;66;0;Montparnasse;0;1;0
3207650;Mme;THIRION;Odile;29 RUE JULES FERRY;21160;COUCHEY;02-juil-71;03-sept-16;THIRION@yahoo.fr;;;20;36;0;Montparnasse;0;0;1
2785503;Mlle;BONNET;CELINE;13 RUE JEAN JAURES;21160;COUCHEY;10-sept-65;25-mars-15;CELINE.BONNET@free.fr;;BONNET@facebook.fr;38;114;0;Montparnasse;0;1;1
2161659;Mme;BILLIERE;Christiane;1 RUELLE DES BUTTES;21170;ESBARRES;17-juin-96;02-déc-15;BILLIERE@yahoo.fr;http://twitter.com/Christiane.BILLIERE;;8;10;0;Montparnasse;0;1;1
4079145;Mme;PROUST;Colette;8 RUE GEORGES FAIVRE;21190;MERCEUIL;19-mai-86;27-sept-16;Colette.PROUST@free.fr;;;40;11;0;Montparnasse;0;0;1
2273631;Mme;EL MEZIANI;Josette;16 ALLEE DE LA GRILLETTE;21220;EPERNAY SOUS GEVREY;07-janv-87;19-janv-16;Josette_EL MEZIANI@outlook.fr;;EL MEZIANI@facebook.fr;15;178;0;Montparnasse;0;0;1
4111575;Mme;SIMEON;Eliane;2 RUE ANTOINE DE ST EXUPERY;21300;CHENOVE;19-mars-86;23-juin-16;Eliane.SIMEON@gmail.com;http://twitter.com/SIMEON;SIMEON@facebook.fr;41;290;0;Wagram;0;0;0
3306827;Mme;MORIARTY;Marie Brigitte;19 ROUTE DE DIJON;21370;PLOMBIERES LES DIJON;27-mai-96;02-déc-15;Marie Brigitte.MORIARTY@icloud.com;http://twitter.com/MORIARTY;Marie Brigitte.MORIARTY@facebook.com;44;102;0;Wagram;0;1;1
2274021;Mme;RIOLLOT;Nadine;44 RUE CLAUDE DESCHAULT;21380;ASNIERES LES DIJON;17-juin-68;31-janv-16;Nadine.RIOLLOT@free.fr;;;35;74;0;Montparnasse;0;1;0
3225051;Mr;BROUSSE;Madeleine;2 RUE DE LA MARCHE À LA TOUR;21440;SAINT-MARTIN-DU-MONT;15-déc-84;20-nov-15;Madeleine.BROUSSE@gmail.com;http://twitter.com/BROUSSE;;19;182;0;Montparnasse;0;0;1
4073040;Mme;MENIER;Annie;14 RUE DE LA MAIRIE;21490;BRETIGNY;17-juil-77;18-avr-15;MENIER@yahoo.fr;;;68;93;0;Montparnasse;0;1;1
3407777;Mme;HUNI;Virginie;4 ALLEE VICTOR HUGO;21490;VAROIS ET CHAIGNOT;07-nov-76;07-janv-16;Virginie.HUNI@free.fr;;Virginie.HUNI@facebook.com;38;120;0;Montparnasse;0;0;0
4139781;Mme;VINCENT;Christine;7 RUE DE LEGLISE;21570;GRANCEY SUR OURCE;30-mars-82;15-sept-16;VINCENT@yahoo.fr;http://twitter.com/Christine.VINCENT;VINCENT@facebook.fr;55;25;1;Montparnasse;0;1;1
2273801;Mme;CLERC;JOELLE;5 rue henri matise;21800;quetigny;19-sept-76;10-août-16;JOELLE.CLERC@gmail.com;;JOELLE.CLERC@facebook.com;19;76;1;Montparnasse;1;0;1
2837256;Mme;GIRMA;Amelie;LA VILLE BEHEUC;22240;FREHEL;24-mai-80;05-juin-15;Amelie.GIRMA@free.fr;;GIRMA@facebook.fr;36;87;0;Montparnasse;0;0;1
2366086;Mr;MINGAT;Hassina;10 RUE DE BOURGOGNE;22300;LANNION;02-août-74;24-mai-15;Hassina_MINGAT@outlook.fr;;;65;3;1;Montparnasse;0;0;1
3737201;Mme;CORRIGAN;Joelle;2 TER RUE DE LA CHAPELLE;22440;TREMUSON;29-mars-92;04-août-15;CORRIGAN@yahoo.fr;http://twitter.com/CORRIGAN;Joelle.CORRIGAN@facebook.com;10;5;0;Montparnasse;0;0;0
2616105;Mme;BOULDAY;Fatima;9 IMPASSE DU CHATEAU CROC;22520;BINIC;02-août-84;14-nov-16;Fatima.BOULDAY@free.fr;http://twitter.com/BOULDAY;BOULDAY@facebook.fr;53;117;0;Montparnasse;0;1;1
2868076;Mme;RAGONNEAU;Florence;30 corniche de goas treiz;22560;trebeurden;21-févr-88;14-nov-16;RAGONNEAU@yahoo.fr;http://twitter.com/RAGONNEAU;;10;60;0;Montparnasse;0;0;1
2688115;Mme;BOUNTHONG;MIREILLE;5 RUE DU BOIS JOLI;22940;SAINT JULIEN;03-août-87;31-janv-16;MIREILLE.BOUNTHONG@free.fr;;;16;60;1;Montparnasse;0;0;0
2366081;Mme;MULLER;Mireille;1 RUE FRANCOIS MAURIAC;22950;TREGUEUX;15-juin-85;27-oct-15;Mireille.MULLER@free.fr;;MULLER@facebook.fr;61;69;0;Montparnasse;1;1;0
4407235;Mme;VIVIANI;Beatrice;;23360;MEASNES;02-févr-85;03-sept-16;Beatrice.VIVIANI@free.fr;;;48;82;0;Montparnasse;0;1;1
5142004;Mme;DAO;Nathalie;110 RUE PIERRE MAGNE;24000;PERIGUEUX;22-nov-88;18-mai-16;Nathalie.DAO@free.fr;;;37;51;0;Montparnasse;0;1;1
2724299;Mme;COULOMBEL;Anita;84 RUE ALBERT MARTIN;24000;PERIGUEUX;22-févr-85;02-déc-15;Anita.COULOMBEL@icloud.com;http://twitter.com/COULOMBEL;COULOMBEL@facebook.fr;25;20;0;Montparnasse;0;0;1
495501;Mme;VALET;Maryse;15 PLACE DES 2 CONILS;24100;BERGERAC;03-déc-83;26-nov-16;VALET@yahoo.fr;http://twitter.com/Maryse.VALET;VALET@facebook.fr;15;73;0;Montparnasse;0;1;0
4821895;Mme;ROUSSEAUX;Naima;1024 CHEMIN DE LA CARBONNOU;24100;BERGERAC;24-oct-78;25-mars-15;Naima.ROUSSEAUX@gmail.com;;;12;51;0;Montparnasse;0;1;1
3502093;Mme;LECEFEL;Maria;12 RUE DES DAHLIAS;24100;BERGERAC;14-nov-80;24-avr-16;Maria.LECEFEL@free.fr;http://twitter.com/Maria.LECEFEL;;13;110;0;Montparnasse;0;1;0
3192856;Mlle;CONFINO;Fanny;12 RUE ERIK SATIE;24100;BERGERAC;11-avr-82;26-nov-16;Fanny.CONFINO@free.fr;http://twitter.com/CONFINO;;54;24;0;Montparnasse;0;0;1
3291614;Mme;ACCOLAS BELLEC;Anne Laure;;24120;GREZES;18-juil-92;05-juil-16;Anne Laure_ACCOLAS BELLEC@outlook.fr;;;102;137;0;Montparnasse;0;0;1
4821898;Mme;LAMBERT;Isabelle;7 CHEMIN DE LA BALASTIERE;24130;ST PIERRE D EYRAUD;01-janv-64;16-août-15;Isabelle.LAMBERT@free.fr;http://twitter.com/LAMBERT;LAMBERT@facebook.fr;34;64;0;Montparnasse;0;1;0
2894126;Mr;BONY;PASCAL;;24330;LA DOUZE;07-juil-74;17-juil-16;BONY@yahoo.fr;;PASCAL.BONY@facebook.com;52;12;0;Montparnasse;0;0;0
2248430;Mme;LAPORTE;Anne Lise;LIEU DIT LE BOURG;24350;LA CHAPELLE GONAGUET;03-juil-81;01-mars-15;LAPORTE@yahoo.fr;http://twitter.com/Anne Lise.LAPORTE;LAPORTE@facebook.fr;58;10;0;Montparnasse;0;0;0
3034622;Mr;PERRAUD;Yves;5;24420;SARLIAC SUR LISLE;15-juin-90;12-mai-15;Yves.PERRAUD@free.fr;http://twitter.com/PERRAUD;Yves.PERRAUD@facebook.com;24;58;0;Wagram;0;1;1
2779788;Mme;LANDAIS;Odette;;24470;ST PARDOUX LA RIVIERE;02-mai-78;05-févr-15;Odette.LANDAIS@icloud.com;http://twitter.com/LANDAIS;LANDAIS@facebook.fr;45;31;0;Montparnasse;0;1;1
5779696;Mlle;VIAUD;Florence;175 RUE DES VIGNES;24520;COURS DE PILE;24-août-82;19-janv-16;Florence.VIAUD@gmail.com;http://twitter.com/Florence.VIAUD;;37;207;0;Montparnasse;0;0;0
2817607;Mr;POIVET;Jean Marc;LES VERSSANNES;24520;LA MONZIE  MONTASTRUC;12-juin-93;08-nov-15;POIVET@yahoo.fr;;POIVET@facebook.fr;3;7;1;Montparnasse;0;1;1
2670550;Mme;AALAM;NEZHA;;24560;CONNE DE LABARDE;07-oct-88;03-sept-16;NEZHA.AALAM@gmail.com;;AALAM@facebook.fr;30;21;0;Montparnasse;0;1;1
3579269;Mme;VIROT;Denise;4 ROUTE DE MUSSIDAN;24600;ST MARTIN DE RIBERAC;08-janv-85;27-oct-15;VIROT@yahoo.fr;http://twitter.com/VIROT;VIROT@facebook.fr;30;69;0;Montparnasse;0;1;1
3575110;Mme;TOULEMONT;Florence;30 AVENUE DE LATTRE DE TASSIGNY;24660;CHAMIERS;08-mars-99;26-déc-15;Florence.TOULEMONT@icloud.com;;;35;139;0;Montparnasse;0;0;1
4634928;Mr;THIBAUD;Gilbert;30 RUE WOLFGANG AMADEUS MOZART;24700;MONTPON MENESTEROL;21-janv-92;23-juil-15;Gilbert.THIBAUD@free.fr;;;22;11;0;Montparnasse;0;1;1
2696338;Mme;RAMES;Terese;13 RUE DE TREY;25000;BESANCON;05-août-76;01-mars-15;Terese.RAMES@gmail.com;http://twitter.com/RAMES;;1;67;0;Montparnasse;0;1;0
2580886;Mme;CURTHELEY;Eva;6 RUE FRANCIS PONGE;25000;BESANCON;06-mars-75;16-août-15;Eva_CURTHELEY@outlook.fr;http://twitter.com/CURTHELEY;CURTHELEY@facebook.fr;34;57;0;Montparnasse;0;0;0
4073013;Mme;CONS;MARIE-HELENE;1  RUE EMILE  OUSTALET;25200;MONTBELLIARD;19-janv-73;15-oct-15;MARIE-HELENE.CONS@free.fr;;CONS@facebook.fr;4;43;0;Montparnasse;0;0;1
3590587;Mlle;FAUQUEMBERGUE;Catherine;1 RUE DES CHARDONNERETS;25200;GRAND-CHARMONT;06-févr-83;21-sept-15;Catherine.FAUQUEMBERGUE@gmail.com;http://twitter.com/Catherine.FAUQUEMBERGUE;FAUQUEMBERGUE@facebook.fr;47;163;0;Montparnasse;0;1;0
5461935;Mr;HERRY;MICHEL;RUE DE GRANDVAUX;25250;BEUTAL;14-juin-74;15-sept-16;MICHEL.HERRY@icloud.com;;HERRY@facebook.fr;0;52;1;Montparnasse;0;0;0
3506894;Mme;MIEL;Marine;14 RUE DU REPLAIN;25250;APPENANS;02-oct-94;19-mars-16;MIEL@yahoo.fr;;MIEL@facebook.fr;11;80;0;Montparnasse;0;1;0
2782329;Mlle;CAMIN;LAETITIA;4 RUE DU 4 SEPTEMBRE 1944;25290;ORNANS;25-mai-97;24-févr-16;CAMIN@yahoo.fr;;;2;171;0;Montparnasse;0;1;0
3037501;Mme;MORELLI;Stephane;98 RUE DES LAVAUX;25300;PONTARLIER;31-mai-88;01-janv-17;Stephane.MORELLI@icloud.com;;MORELLI@facebook.fr;18;243;0;Wagram;0;0;0
5886061;Mme;GARCIA;Josephine;12 IMPASSE DU SENTIER;25310;ABBEVILLERS;30-avr-93;18-mai-16;Josephine.GARCIA@gmail.com;http://twitter.com/GARCIA;Josephine.GARCIA@facebook.com;63;12;0;Montparnasse;0;1;1
2342019;Mlle;FRASSE SOMBET;FANNY;11 RUE PIERRE ISELIN;25310;HERIMONCOURT;25-sept-87;04-août-15;FANNY.FRASSE SOMBET@icloud.com;;;32;135;0;Montparnasse;0;0;1
2403029;Mme;VEDEL;Alyette;8 RUE DE LA NOUVELLE;25320;CHENAUDIN;14-avr-84;14-déc-15;VEDEL@yahoo.fr;http://twitter.com/VEDEL;;1;13;1;Montparnasse;0;0;0
2681303;Mme;CAMPINCHI;Philippe;4 RUE DE THUREY;25360;NAISEY LES GRANGES;24-déc-89;10-août-16;Philippe_CAMPINCHI@outlook.fr;;Philippe.CAMPINCHI@facebook.com;23;52;0;Montparnasse;0;0;0
4591224;Mme;ROUSSY;Nadine;;25390;FUANS;23-avr-81;27-sept-16;ROUSSY@yahoo.fr;http://twitter.com/Nadine.ROUSSY;ROUSSY@facebook.fr;37;59;0;Montparnasse;0;1;0
1560817;Mme;TINGAUD;SANDRINE;15 RUE DE DASLE;25400;AUDINCOURT;23-juin-88;14-nov-16;TINGAUD@yahoo.fr;http://twitter.com/TINGAUD;TINGAUD@facebook.fr;2;174;0;Montparnasse;0;0;0
5178109;Mme;DENIS;Sandrine;24 RUE DE CHAMPAGNE;25400;AUDINCOURT;21-nov-79;16-août-15;DENIS@yahoo.fr;;Sandrine.DENIS@facebook.com;38;56;0;Montparnasse;0;0;1
3211902;Mlle;LEMOINE;MATHILDE;13 RUE MARCEL PAUL;25400;AUDINCOURT;05-sept-86;13-mars-15;LEMOINE@yahoo.fr;http://twitter.com/MATHILDE.LEMOINE;MATHILDE.LEMOINE@facebook.com;15;28;0;Montparnasse;0;0;0
1640536;Mme;JONAS;MAGALI;2 RUE DES MURGERS;25480;PIREY;31-déc-96;01-mars-15;JONAS@yahoo.fr;;;36;39;1;Montparnasse;0;0;0
2489475;Mme;ALLIOT;Nicole;8 RUE DESVERGERS;25550;BAVANS;12-sept-89;11-juil-15;Nicole_ALLIOT@outlook.fr;;Nicole.ALLIOT@facebook.com;70;44;0;Montparnasse;1;1;0
3460999;Mme;TORTOSA;CHANTAL;4 RUE DES VIOLETTE;25700;VALENTIGNEY;04-juin-80;02-nov-16;TORTOSA@yahoo.fr;http://twitter.com/CHANTAL.TORTOSA;TORTOSA@facebook.fr;57;143;0;Montparnasse;0;1;1
3603338;Mr;DUSZYNSKI;OLIVIER;93 RUE DE SOUS ROCHES;25700;VALENTIGNEY;17-juil-84;08-nov-15;DUSZYNSKI@yahoo.fr;;;72;175;1;Montparnasse;0;0;1
4164767;Mme;CORBETTO;NATHALIE;4 IMPASSE DE LA FERME DE LA VOIVRE;25750;DÉSANDANS;25-oct-77;14-déc-15;CORBETTO@yahoo.fr;;;48;47;0;Montparnasse;0;1;1
2740973;Mme;CYMBLER;Francoise;291;26240;BEAUSEMBLANT;29-juil-78;18-mai-16;CYMBLER@yahoo.fr;http://twitter.com/CYMBLER;CYMBLER@facebook.fr;35;75;1;Montparnasse;0;1;1
2761975;Mme;LESTANG;Maryannick;12 RUE DES VERGERS;26320;ST MARCEL LES VALENCE;21-sept-86;21-oct-16;Maryannick.LESTANG@free.fr;;LESTANG@facebook.fr;75;133;0;Montparnasse;0;1;0
2414214;Mr;POUYE;MARC;17 ROUTE DE CREST;26400;GRANE;04-mars-91;02-nov-16;MARC.POUYE@gmail.com;;POUYE@facebook.fr;7;43;0;Wagram;0;1;0
2812904;Mme;COFFRE;Danielle;;26760;MONTELEGER;20-juil-92;17-févr-15;Danielle.COFFRE@icloud.com;http://twitter.com/COFFRE;Danielle.COFFRE@facebook.com;30;5;0;Montparnasse;0;0;0
2918092;Mme;ROLLIER;Christine;COTE SAINT DENIS;26790;ROCHEGUDE;14-avr-73;28-août-15;ROLLIER@yahoo.fr;http://twitter.com/ROLLIER;Christine.ROLLIER@facebook.com;36;46;0;Montparnasse;0;0;1
2761969;Mme;ROZLATOWSKA;Sylvie;;26800;PORTES  LES VALENCE;10-août-82;12-févr-16;ROZLATOWSKA@yahoo.fr;;;45;60;0;Montparnasse;0;0;0
2596587;Mme;DARVEY;Fatima;47 RUE DU NEUBOURG;27000;EVREUX;20-oct-89;22-août-16;DARVEY@yahoo.fr;;;19;52;0;Montparnasse;0;0;0
2248311;Mme;BANDOLO;Sihem;659 RUE AUGUSTIN FRESNEL;27130;VERNEUIL SUR AVRE;21-mars-74;31-janv-16;Sihem_BANDOLO@outlook.fr;;Sihem.BANDOLO@facebook.com;30;5;0;Montparnasse;0;1;1
3705945;Mme;PEFFREDO;Genevieve;103 GRANDE RUE;27160;STE MARGUERITE DE LAUTEL;01-févr-89;15-sept-16;PEFFREDO@yahoo.fr;;PEFFREDO@facebook.fr;20;94;0;Montparnasse;0;0;0
4072998;Mme;OLLIVIER;Marie Therese;11 RUE DE BEAUMONT;27190;LOUVERSEY;23-avr-80;10-août-16;OLLIVIER@yahoo.fr;;OLLIVIER@facebook.fr;19;14;0;Montparnasse;0;1;1
2607211;Mme;CHARLET;Galith;2 ROUTE DE PONT AUDEMER;27260;CORMEILLES;25-févr-79;18-avr-15;Galith_CHARLET@outlook.fr;;CHARLET@facebook.fr;93;6;0;Montparnasse;0;1;0
2965040;Mme;LEPAGNOL;PATRICIA;220 GRANDE RUE;27310;BOURG ACHARD;21-janv-87;08-déc-16;LEPAGNOL@yahoo.fr;;PATRICIA.LEPAGNOL@facebook.com;7;46;0;Montparnasse;0;1;0
2744194;Mme;CORRADO;Veronique;3 IMPASSE DES JARDINS;27400;HONDOUVILLE;28-déc-63;19-mars-16;Veronique.CORRADO@free.fr;http://twitter.com/CORRADO;Veronique.CORRADO@facebook.com;38;74;0;Montparnasse;1;1;1
7488351;Mme;BLOUIN;Marie Josee;44 RUE DU PARC;27930;ANGERVILLE LA CAMPAGNE;02-avr-86;05-juin-15;BLOUIN@yahoo.fr;;BLOUIN@facebook.fr;40;9;0;Montparnasse;0;1;1
3079500;Mlle;DRISS;Viviane;10 RUE DANIÈLE CASANOVA;28000;CHARTRES;04-mars-95;08-nov-15;Viviane.DRISS@icloud.com;http://twitter.com/DRISS;;25;42;0;Montparnasse;0;1;1
2685135;Mme;BARK;Christiane;IMPASSE DE LA MOUTONNERIE;28000;CHARTRES;13-oct-61;01-mars-15;BARK@yahoo.fr;;BARK@facebook.fr;38;125;0;Montparnasse;1;0;0
2845814;Mme;CAPITAINE;Elise;17 RUE ALBERT BROSSARD;28110;LUCE;04-nov-83;31-janv-16;CAPITAINE@yahoo.fr;;;35;86;1;Montparnasse;0;1;1
4184568;Mme;BEAUGE;SYLVIE;6 ALLÉE DES FRESNES;28130;HANCHES;02-juin-75;13-mars-15;BEAUGE@yahoo.fr;;BEAUGE@facebook.fr;37;87;1;Montparnasse;0;1;0
2797350;Mlle;DAGUET;Daphne;12 RUE DE DONNEMAIN;28200;JALLANS;06-nov-78;02-déc-15;DAGUET@yahoo.fr;http://twitter.com/DAGUET;DAGUET@facebook.fr;22;140;0;Montparnasse;0;0;0
4289074;Mlle;JASSAUD;SYLVIE;2 RUE DU BOIS ROULAND;28260;BERCHERES SUR VESGRE;25-nov-98;23-juil-15;SYLVIE.JASSAUD@free.fr;;;23;62;0;Montparnasse;0;1;0
2248486;Mme;BASSINI;PATRICIA;24 RUE DU PARC SAINT ANDRE;28270;BREZOLLES;07-mars-68;10-août-16;PATRICIA.BASSINI@gmail.com;http://twitter.com/BASSINI;;51;83;0;Montparnasse;0;1;1
3733283;Mme;FONQUERNIE;CATHERINE;37 RUE DE LA MAIRIE;28300;CINTRAY;03-févr-98;27-sept-16;CATHERINE.FONQUERNIE@gmail.com;;FONQUERNIE@facebook.fr;12;158;0;Montparnasse;0;0;0
3851822;Mme;BLOT;Christelle;117 RUE DE LA REPUBLIQUE;28300;ST PREST;23-mars-93;24-avr-16;Christelle.BLOT@gmail.com;http://twitter.com/BLOT;;34;49;0;Montparnasse;0;0;1
3042830;Mme;CHARROPPIN;VIVIANE;87 RUE DES ROUGERONS;28300;CHAMPHOL;20-oct-85;18-mai-16;CHARROPPIN@yahoo.fr;;;3;7;0;Montparnasse;1;1;0
2667968;Mme;JAMAR;Chantal;14 RUE JEAN MOULIN;28300;MAINVILLIERS;04-janv-77;17-juin-15;Chantal.JAMAR@free.fr;http://twitter.com/JAMAR;;60;118;1;Montparnasse;0;1;0
2453936;Mme;DUPONT;SEVERINE;7 RUE PRIMO LEVI;28300;LEVES;13-sept-94;08-nov-15;DUPONT@yahoo.fr;;DUPONT@facebook.fr;11;46;0;Montparnasse;0;0;0
5178094;Mme;CHEMOUNE;Jacqueline;42 RUE DES LANDES;28350;SAINT LUBIN DES JONCHERETS;04-févr-86;29-juin-15;Jacqueline.CHEMOUNE@free.fr;http://twitter.com/Jacqueline.CHEMOUNE;;4;45;0;Montparnasse;0;0;1
4922166;Mme;TCHEMY;Pascale;3 IMPASSE DE LA TUILERIE;28630;LE COUDRAY;16-avr-90;25-mars-15;TCHEMY@yahoo.fr;;Pascale.TCHEMY@facebook.com;24;94;0;Montparnasse;0;0;1
4212581;Mlle;LESCOP;Clarisse;11 AVENUE GABRIEL LOIRE;28630;LE COUDRAY;31-juil-84;05-juin-15;Clarisse.LESCOP@gmail.com;;LESCOP@facebook.fr;75;36;0;Montparnasse;0;1;0
3106265;Mme;IRZENSKI;Jean Louis;3 RÉSIDENCE JEAN JAURÉS;28630;LE COUDRAY;26-mars-84;06-mai-16;Jean Louis_IRZENSKI@outlook.fr;http://twitter.com/IRZENSKI;IRZENSKI@facebook.fr;7;10;0;Montparnasse;0;0;1
4934381;Mlle;DONATELLO;Evelyne;14 RUE JAKES RIOU;29000;QUIMPER;20-juil-88;08-nov-15;Evelyne.DONATELLO@free.fr;http://twitter.com/DONATELLO;DONATELLO@facebook.fr;13;53;0;Montparnasse;0;0;1
3112303;Mme;VERZELE;CLAUDINE;6 HENT AVEL MOR;29120;COMBRIT;29-août-92;07-janv-16;VERZELE@yahoo.fr;;;26;7;0;Montparnasse;0;0;1
5936923;Mme;JAVEY;MARIE-LOUISE;36 RUE DE LOSTALLEN;29200;BREST;28-janv-78;13-mars-15;MARIE-LOUISE.JAVEY@free.fr;;MARIE-LOUISE.JAVEY@facebook.com;44;0;0;Montparnasse;0;1;0
2845984;Mme;GINOLIN;Beatrice;1 ALLÉE DES HORTENSIAS;29290;LANRIVOARE;07-janv-92;05-juin-15;Beatrice.GINOLIN@free.fr;http://twitter.com/GINOLIN;;10;120;0;Montparnasse;0;1;1
3730682;Mlle;HARBOUN;Sandrine;12;29590;ROSNOEN;03-juin-83;22-août-16;Sandrine.HARBOUN@free.fr;http://twitter.com/HARBOUN;HARBOUN@facebook.fr;27;239;0;Montparnasse;0;0;1
6379002;Mme;MALJEAN;Christiane;7 RUE DU MOULIN DU RUFA;29820;BOHARS;20-août-85;19-mars-16;MALJEAN@yahoo.fr;http://twitter.com/MALJEAN;;3;125;0;Montparnasse;0;1;0
1484998;Mlle;BROSSET;Veronique;7 RUE EMILE ALLIER;30000;NIMES;20-mars-92;28-août-15;BROSSET@yahoo.fr;;;18;26;0;Wagram;0;0;1
2248358;Mme;LEGRAND;MELINA;12 PLACE RAYMOND DIZIER;30000;NIMES;25-juin-91;05-juil-16;LEGRAND@yahoo.fr;;;35;6;0;Montparnasse;0;0;0
2273984;Mme;RIVIERE;Solange;31 RUE JULES VERNE;30100;ALES;06-févr-81;06-avr-15;Solange_RIVIERE@outlook.fr;http://twitter.com/Solange.RIVIERE;RIVIERE@facebook.fr;40;183;0;Montparnasse;0;0;1
2273985;Mme;BONDUELLE;Martine;720 CHEMIN DE SAINT GEORGES;30100;ALES;20-juil-97;07-mars-16;Martine_BONDUELLE@outlook.fr;;;4;112;0;Montparnasse;0;0;1
3875390;Mme;GILLETTE;CLAUDINE;;30125;SAUMANE;10-mars-96;21-oct-16;GILLETTE@yahoo.fr;http://twitter.com/GILLETTE;;26;85;0;Montparnasse;0;0;0
3877103;Mlle;BOUCARD;REJANE;CHEMIN DE LA VELLE;30131;PUJAUT;27-janv-80;20-nov-15;BOUCARD@yahoo.fr;http://twitter.com/REJANE.BOUCARD;;43;25;0;Montparnasse;0;0;1
5459087;Mme;MILAN;Francoise;3982 ROUTE DE LEZAN;30140;BAGARD;22-mars-63;26-nov-16;Francoise.MILAN@gmail.com;;;162;136;0;Montparnasse;0;0;1
3209506;Mme;FRIGANT;BERENICE;791 CHEMIN DE MASSANES;30350;CASSAGNOLES;13-avr-84;07-janv-16;FRIGANT@yahoo.fr;;FRIGANT@facebook.fr;21;30;0;Montparnasse;0;0;0
4255971;Mme;CHAFFIN;Valerie;;30360;ST ETIENNE DE L OLM;18-déc-77;24-avr-16;Valerie.CHAFFIN@free.fr;http://twitter.com/CHAFFIN;Valerie.CHAFFIN@facebook.com;16;63;0;Montparnasse;0;0;0
3509987;Mme;CANNAMELA;Micheline;9 IMPASSE DES LAURIERS;30430;ST JEAN DE MARUÉJOLS;16-mars-78;31-mars-16;CANNAMELA@yahoo.fr;http://twitter.com/CANNAMELA;;20;21;0;Montparnasse;0;1;0
2366112;Mme;CHAZAL;Sylvie;;30500;POTELIERES;25-oct-86;23-juin-16;CHAZAL@yahoo.fr;;Sylvie.CHAZAL@facebook.com;60;194;1;Montparnasse;0;0;1
7465244;Mlle;JOSEPH;Annick;107 RUE PABLO CASALS;30900;NIMES;29-mars-98;26-déc-15;JOSEPH@yahoo.fr;;;25;77;0;Montparnasse;0;0;1
3858260;Mme;PARENT;Chantal;;31100;TOULOUSE;13-sept-91;01-mars-15;Chantal_PARENT@outlook.fr;http://twitter.com/Chantal.PARENT;PARENT@facebook.fr;35;32;0;Montparnasse;0;0;0
2273646;Mme;SAINTVILLE;NICOLE;1 AVENUE DE L ENCLOS;31120;ROQUES;29-oct-90;07-mars-16;SAINTVILLE@yahoo.fr;;SAINTVILLE@facebook.fr;66;74;0;Montparnasse;0;1;1
2274069;Mme;MOREL;Sylvie;5 RUE DE VERDUN;31120;PORTET SUR GARONNE;15-mars-88;27-oct-15;MOREL@yahoo.fr;;MOREL@facebook.fr;34;12;1;Montparnasse;0;0;0
5134336;Mme;GAURY;PASCALE;6 RUE BAUDELAIRE;31130;QUINT FONSEGRIVES;15-juil-80;03-oct-15;PASCALE.GAURY@gmail.com;http://twitter.com/GAURY;;34;47;1;Montparnasse;0;1;1
3164685;Mme;ESCHEMANN;Elodie;2 RUE DU CHATEAU;31130;BALMA;07-févr-72;12-avr-16;Elodie.ESCHEMANN@free.fr;;Elodie.ESCHEMANN@facebook.com;6;40;0;Montparnasse;0;0;0
