ProductCategory,ProductType,ProductGroup,SalesMethod,Country,City,StaffName,Position,ReasonDescription,ReturnedDate,ReturnQuantity,Province
Outdoors,Camping and Hiking,Knives and Multi-Tools,Web,France,Lyon,Florence Martin,Level 2 Sales Representative,Defective product,2010-06-05,2,Salford
Outdoors,Camping and Hiking,Sleeping Bags and Accessories,Catalog,Germany,Hamburg,Elsbeth Wiesinger,Level 2 Sales Representative,Defective product,2011-12-15,8,Sandwell
Outdoors,Camping and Hiking,Sleeping Bags and Accessories,Store,China,Shanghai,Xiangyong Wang,Level 2 Sales Representative,Defective product,2011-11-04,2,Scottish Borders
Outdoors,Camping and Hiking,Sleeping Bags and Accessories,Store,France,Paris,Émile Clermont,Level 1 Sales Representative,Defective product,2009-10-20,2,Sefton
Outdoors,Camping and Hiking,Sleeping Bags and Accessories,Store,Netherlands,Amsterdam,Jan Haverkamp,Level 2 Sales Representative,Incomplete product,2011-07-27,2,Sheffield
Outdoors,Camping and Hiking,Sleeping Bags and Accessories,Store,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Incomplete product,2009-07-11,2,Shetland Islands
Outdoors,Camping and Hiking,Sleeping Bags and Accessories,Store,Switzerland,Zürich,Susanne Sommer,Level 2 Sales Representative,Incomplete product,2010-06-21,2,Shropshire
Outdoors,Camping and Hiking,Sleeping Bags and Accessories,Store,United States,Seattle,Ashley McCormick,Level 2 Sales Representative,Unsatisfactory product,2011-05-29,20,Slough
Outdoors,Camping and Hiking,Sleeping Bags and Accessories,Web,Canada,Toronto,Samantha Pierce,Level 2 Sales Representative,Incomplete product,2009-10-20,2,Solihull
Outdoors,Camping and Hiking,Sleeping Bags and Accessories,Web,China,Shanghai,Fei Meng,Level 3 Sales Representative,Incomplete product,2011-06-23,2,Somerset
Outdoors,Camping and Hiking,Sleeping Bags and Accessories,Web,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Defective product,2010-10-23,2,South Ayrshire
Outdoors,Camping and Hiking,Tents and Accessories,Store,Austria,Wien,Willi Seefelder,Level 2 Sales Representative,Incomplete product,2011-12-13,4,South Gloucestershire
Outdoors,Camping and Hiking,Tents and Accessories,Store,France,Paris,Élizabeth Michel,Level 3 Sales Representative,Defective product,2010-07-16,6,South Lanarkshire
Outdoors,Camping and Hiking,Tents and Accessories,Store,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Wrong product shipped,2010-09-21,32,South Tyneside
Outdoors,Camping and Hiking,Tents and Accessories,Web,France,Paris,Étienne Jauvin,Level 2 Sales Representative,Incomplete product,2010-11-17,8,Southampton
Outdoors,Camping and Hiking,Tents and Accessories,Web,Japan,Osaka City,Masuzo Kakui,Level 3 Sales Representative,Incomplete product,2011-04-14,2,Southend-on-Sea
Outdoors,Camping and Hiking,Tents and Accessories,Web,South Korea,Seoul,Jung-ho Choi,Level 3 Sales Representative,Wrong product ordered,2011-10-31,66,Southwark
Outdoors,Cycling,Comfort Bikes,Store,Italy,Milano,Alessandra Torta,Level 3 Sales Representative,Defective product,2009-08-22,4,Staffordshire
Outdoors,Cycling,Comfort Bikes,Store,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Incomplete product,2009-11-15,4,Stirling
Outdoors,Cycling,Comfort Bikes,Store,Japan,Osaka City,Masuzo Kakui,Level 3 Sales Representative,Incomplete product,2010-08-05,4,Stockport
Outdoors,Cycling,Comfort Bikes,Store,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Defective product,2010-11-09,8,Stockton-on-Tees
Outdoors,Cycling,Comfort Bikes,Store,United Kingdom,Birmingham,Janet Walker,Level 3 Sales Representative,Defective product,2011-04-22,6,Stoke-on-Trent
Outdoors,Cycling,Comfort Bikes,Store,United Kingdom,London,Humphrey Willoughby,Level 2 Sales Representative,Defective product,2011-10-03,14,Strabane
Outdoors,Cycling,Comfort Bikes,Web,Finland,Kuopio,Tuomas Savolainen,Level 2 Sales Representative,Wrong product ordered,2011-08-26,58,Suffolk
Outdoors,Cycling,Comfort Bikes,Web,Mexico,Distrito Federal,Gabriela Rojas,Level 2 Sales Representative,Unsatisfactory product,2010-04-02,46,Sunderland
Outdoors,Cycling,Comfort Bikes,Web,Netherlands,Amsterdam,Jan Haverkamp,Level 2 Sales Representative,Defective product,2010-06-29,4,Surrey
Outdoors,Cycling,Comfort Bikes,Web,Switzerland,Zürich,Gianni Vertemati,Level 1 Sales Representative,Defective product,2011-10-15,6,Sutton
Outdoors,Cycling,Comfort Bikes,Web,United Kingdom,Birmingham,Emily Browne,Level 2 Sales Representative,Defective product,2011-07-28,4,Swansea
Outdoors,Cycling,Comfort Bikes,Web,United States,Los Angeles,Corey Wright,Store Manager,Incomplete product,2011-05-16,2,Swindon
Outdoors,Cycling,Cruiser Bikes,Catalog,Austria,Wien,Willi Seefelder,Level 2 Sales Representative,Defective product,2009-11-20,2,Tameside
Outdoors,Cycling,Cruiser Bikes,Store,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Unsatisfactory product,2009-09-26,62,Telford and Wrekin
Outdoors,Cycling,Cruiser Bikes,Store,Japan,Osaka City,Masuzo Kakui,Level 3 Sales Representative,Defective product,2010-02-22,2,Thurrock
Outdoors,Cycling,Cruiser Bikes,Store,Taiwan,San Chung,Kwei-Ping  Kao ,Level 2 Sales Representative,Incomplete product,2010-10-20,2,Torbay
Outdoors,Cycling,Cruiser Bikes,Store,United Kingdom,Birmingham,Janet Walker,Level 3 Sales Representative,Unsatisfactory product,2010-05-17,98,Torfaen
Outdoors,Cycling,Cruiser Bikes,Store,United Kingdom,Birmingham,Josef Lopez,Level 1 Sales Representative,Defective product,2009-09-12,4,Tower Hamlets
Outdoors,Cycling,Cruiser Bikes,Store,United States,Seattle,Ashley McCormick,Level 2 Sales Representative,Defective product,2011-08-19,4,Trafford
Outdoors,Cycling,Cruiser Bikes,Web,Canada,Calgary,Harold Townsend,Level 3 Sales Representative,Defective product,2010-04-27,2,Vale of Glamorgan
Outdoors,Cycling,Cruiser Bikes,Web,France,Paris,Étienne Jauvin,Level 2 Sales Representative,Defective product,2010-07-28,2,Wakefield
Outdoors,Cycling,Cruiser Bikes,Web,Germany,München,Björn Winkler,Level 3 Sales Representative,Defective product,2011-01-04,8,Walsall
Outdoors,Cycling,Cruiser Bikes,Web,United States,Boston,Eric Carson,Level 2 Sales Representative,Unsatisfactory product,2011-10-21,36,Waltham Forest
Outdoors,Cycling,Mountain Bikes,Store,Brazil,São Paulo,Eduardo Guimarães,Level 2 Sales Representative,Defective product,2010-12-07,12,Wandsworth
Outdoors,Cycling,Mountain Bikes,Store,Canada,Calgary,Sherry Rowland,Level 2 Sales Representative,Incomplete product,2009-04-14,6,Warrington
Outdoors,Cycling,Mountain Bikes,Store,Japan,Osaka City,Masuzo Kakui,Level 3 Sales Representative,Defective product,2009-08-24,2,Warwickshire
Outdoors,Cycling,Mountain Bikes,Store,Japan,Osaka City,Masuzo Kakui,Level 3 Sales Representative,Unsatisfactory product,2011-07-15,22,West Berkshire
Outdoors,Cycling,Mountain Bikes,Store,Mexico,Distrito Federal,Ana Orozco,Level 2 Sales Representative,Incomplete product,2011-01-07,2,West Dunbartonshire
Outdoors,Cycling,Mountain Bikes,Store,Mexico,Distrito Federal,Gabriela Rojas,Level 2 Sales Representative,Incomplete product,2010-05-12,2,West Lothian
Outdoors,Cycling,Mountain Bikes,Store,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Incomplete product,2010-08-20,2,West Sussex
Outdoors,Cycling,Mountain Bikes,Store,United States,Miami,Harold Germaine,Level 1 Sales Representative,Incomplete product,2009-10-16,4,Westminster
Outdoors,Cycling,Road Bikes,Catalog,United States,Los Angeles,Lowell Johnson,Level 2 Sales Representative,Incomplete product,2010-06-28,2,Wigan
Outdoors,Cycling,Road Bikes,Store,Brazil,São Paulo,Eduardo Guimarães,Level 2 Sales Representative,Wrong product ordered,2010-06-06,24,Wiltshire
Outdoors,Cycling,Road Bikes,Store,Japan,Osaka City,Masuzo Kakui,Level 3 Sales Representative,Wrong product ordered,2011-08-24,32,Wirral
Outdoors,Cycling,Road Bikes,Store,United States,Seattle,Ashley McCormick,Level 2 Sales Representative,Defective product,2009-07-19,2,Wokingham
Outdoors,Cycling,Youth Bikes,Store,Japan,Osaka City,Masuzo Kakui,Level 3 Sales Representative,Incomplete product,2011-08-15,2,Wolverhampton
Outdoors,Cycling,Youth Bikes,Web,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Incomplete product,2010-05-15,6,Worcestershire
Outdoors,Fishing,Baits and Lures,Store,France,Paris,Étienne Jauvin,Level 2 Sales Representative,Wrong product ordered,2010-10-21,106,Wrexham
Outdoors,Fishing,Baits and Lures,Store,Japan,Tokyo,Genzo Imori,Level 3 Sales Representative,Incomplete product,2011-03-13,2,York
Outdoors,Fishing,Baits and Lures,Store,Mexico,Distrito Federal,Gabriela Rojas,Level 2 Sales Representative,Wrong product shipped,2009-08-13,24,Aberdeen
Outdoors,Fishing,Baits and Lures,Store,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Unsatisfactory product,2010-01-12,48,Aberdeenshire
Outdoors,Fishing,Fishing Apparel,Store,China,Shanghai,Fei Meng,Level 3 Sales Representative,Unsatisfactory product,2011-05-01,68,Anglesey
Outdoors,Fishing,Fishing Apparel,Store,Germany,München,Björn Winkler,Level 3 Sales Representative,Defective product,2009-08-21,8,Angus
Outdoors,Fishing,Fishing Apparel,Store,Italy,Milano,Alessandra Torta,Level 3 Sales Representative,Defective product,2010-06-11,6,Antrim
Outdoors,Fishing,Fishing Apparel,Store,Japan,Tokyo,Genzo Imori,Level 3 Sales Representative,Incomplete product,2011-03-17,2,Ards
Outdoors,Fishing,Fishing Apparel,Store,Netherlands,Amsterdam,Jan Haverkamp,Level 2 Sales Representative,Unsatisfactory product,2010-07-13,86,Argyll and Bute
Outdoors,Fishing,Fishing Apparel,Store,United Kingdom,London,Humphrey Willoughby,Level 2 Sales Representative,Defective product,2009-03-06,2,Armagh
Outdoors,Fishing,Fishing Apparel,Store,United States,Los Angeles,Lowell Johnson,Level 2 Sales Representative,Defective product,2011-01-08,2,Ballymena
Outdoors,Fishing,Fishing Apparel,Store,United States,Seattle,Ashley McCormick,Level 2 Sales Representative,Incomplete product,2010-01-27,4,Ballymoney
Outdoors,Fishing,Fishing Apparel,Web,Australia,Melbourne,John Sinden,Level 3 Sales Representative,Incomplete product,2011-06-15,2,Banbridge
Outdoors,Fishing,Fishing Apparel,Web,France,Lyon,Frédéric Samson,Level 3 Sales Representative,Wrong product shipped,2010-05-20,70,Barking and Dagenham
Outdoors,Fishing,Fishing Apparel,Web,Japan,Tokyo,Machiko Iseya,Level 1 Sales Representative,Defective product,2010-11-06,4,Barnet
Outdoors,Fishing,Fishing Apparel,Web,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Defective product,2011-12-29,10,Barnsley
Outdoors,Fishing,Fishing Apparel,Web,Sweden,Kista,Anders Nilsson,Level 2 Sales Representative,Defective product,2010-04-21,4,Bath and North East Somerset
Outdoors,Fishing,Fishing Electronics,Store,Japan,Osaka City,Masuzo Kakui,Level 3 Sales Representative,Incomplete product,2010-11-28,2,Bedford
Outdoors,Fishing,Fishing Electronics,Store,Mexico,Distrito Federal,Ana Orozco,Level 2 Sales Representative,Incomplete product,2010-04-29,4,Belfast
Outdoors,Fishing,Fishing Electronics,Store,United States,Boston,Allisia Wilcox,Level 2 Sales Representative,Incomplete product,2010-11-10,2,Bexley
Outdoors,Fishing,Fishing Electronics,Store,United States,Seattle,Bart Scott,Level 2 Sales Representative,Defective product,2011-08-21,2,Birmingham
Outdoors,Fishing,Fishing Electronics,Web,Canada,Calgary,Harold Townsend,Level 3 Sales Representative,Defective product,2011-09-25,2,Blackburn with Darwen
Outdoors,Fishing,Fishing Electronics,Web,Japan,Osaka City,Masuzo Kakui,Level 3 Sales Representative,Unsatisfactory product,2011-06-16,50,Blackpool
Outdoors,Fishing,Fishing Electronics,Web,United Kingdom,Birmingham,Janet Walker,Level 3 Sales Representative,Defective product,2009-07-29,4,Blaenau Gwent
Outdoors,Fishing,Fishing Electronics,Web,United States,Boston,Allisia Wilcox,Level 2 Sales Representative,Defective product,2010-11-12,2,Bolton
Outdoors,Fishing,Fishing Reels,Catalog,Switzerland,Zürich,Susanne Sommer,Level 2 Sales Representative,Unsatisfactory product,2011-10-23,74,Bournemouth
Outdoors,Fishing,Fishing Reels,Store,Belgium,Heverlee,Yvette Lattrez,Level 3 Sales Representative,Incomplete product,2011-06-26,2,Bracknell Forest
Outdoors,Fishing,Fishing Reels,Store,Canada,Toronto,Samantha Pierce,Level 2 Sales Representative,Defective product,2011-08-19,2,Bradford
Outdoors,Fishing,Fishing Reels,Store,France,Paris,Élizabeth Michel,Level 3 Sales Representative,Incomplete product,2010-08-20,8,Brent
Outdoors,Fishing,Fishing Reels,Store,Italy,Milano,Alessandra Torta,Level 3 Sales Representative,Defective product,2010-08-19,2,Bridgend
Outdoors,Fishing,Fishing Reels,Store,Netherlands,Amsterdam,Belinda Jansen-Velasquez,Level 1 Sales Representative,Incomplete product,2009-06-17,2,Brighton and Hove
Outdoors,Fishing,Fishing Reels,Store,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Wrong product ordered,2010-04-24,84,Bristol
Outdoors,Fishing,Fishing Reels,Store,South Korea,Seoul,Jung-ho Choi,Level 3 Sales Representative,Incomplete product,2011-11-07,4,Bromley
Outdoors,Fishing,Fishing Reels,Store,United Kingdom,Birmingham,Janet Walker,Level 3 Sales Representative,Defective product,2010-12-12,2,Buckinghamshire
Outdoors,Fishing,Fishing Reels,Store,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Defective product,2011-11-02,8,Bury
Outdoors,Fishing,Fishing Reels,Store,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Unsatisfactory product,2009-02-08,4,Caerphilly
Outdoors,Fishing,Fishing Reels,Store,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Unsatisfactory product,2009-02-12,72,Calderdale
Outdoors,Fishing,Fishing Reels,Store,United States,Los Angeles,Janice Thomas,Level 1 Sales Representative,Incomplete product,2010-09-22,4,Cambridgeshire
Outdoors,Fishing,Fishing Reels,Web,Sweden,Kista,Bengt Gradin,Level 1 Sales Representative,Unsatisfactory product,2009-05-03,48,Camden
Outdoors,Fishing,Fishing Reels,Web,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Incomplete product,2010-09-03,2,Cardiff
Outdoors,Fishing,Fishing Reels,Web,United Kingdom,Birmingham,Janet Walker,Level 3 Sales Representative,Defective product,2010-07-18,2,Carmarthenshire
Outdoors,Fishing,Fishing Reels,Web,United States,Miami,Chad Michaels,Level 3 Sales Representative,Defective product,2011-09-29,4,Carrickfergus
Outdoors,Fishing,Fishing Rods,Catalog,Mexico,Distrito Federal,Gabriela Rojas,Level 2 Sales Representative,Defective product,2010-01-01,2,Castlereagh
Outdoors,Fishing,Fishing Rods,Catalog,Taiwan,San Chung,Kwei-Ping  Kao ,Level 2 Sales Representative,Unsatisfactory product,2009-10-19,30,Central Bedfordshire
Outdoors,Fishing,Fishing Rods,Store,Brazil,São Paulo,Eduardo Guimarães,Level 2 Sales Representative,Wrong product shipped,2011-03-31,64,Ceredigion
Outdoors,Fishing,Fishing Rods,Store,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Unsatisfactory product,2011-10-24,32,Cheshire East
Outdoors,Fishing,Fishing Rods,Store,France,Paris,Élizabeth Michel,Level 3 Sales Representative,Defective product,2010-09-18,2,Cheshire West and Chester
Outdoors,Fishing,Fishing Rods,Store,Mexico,Distrito Federal,Ana Orozco,Level 2 Sales Representative,Defective product,2011-09-01,2,City
Outdoors,Fishing,Fishing Rods,Store,Sweden,Kista,Bengt Gradin,Level 1 Sales Representative,Wrong product shipped,2009-09-27,24,Clackmannanshire
Outdoors,Fishing,Fishing Rods,Store,United Kingdom,London,Humphrey Willoughby,Level 2 Sales Representative,Wrong product shipped,2011-10-23,26,Coleraine
Outdoors,Fishing,Fishing Rods,Web,France,Paris,Élizabeth Michel,Level 3 Sales Representative,Defective product,2010-11-25,2,Conwy
Outdoors,Fishing,Fishing Rods,Web,Mexico,Distrito Federal,Ana Orozco,Level 2 Sales Representative,Defective product,2011-12-01,2,Cookstown
Outdoors,Fishing,Fishing Rods,Web,Mexico,Distrito Federal,Ana Orozco,Level 2 Sales Representative,Unsatisfactory product,2010-10-22,28,Cornwall
Outdoors,Fishing,Fishing Rods,Web,Switzerland,Zürich,Gianni Vertemati,Level 1 Sales Representative,Incomplete product,2010-05-14,2,Coventry
Outdoors,Fishing,Fishing Rods,Web,Switzerland,Zürich,Gianni Vertemati,Level 1 Sales Representative,Wrong product ordered,2011-10-10,34,Craigavon
Outdoors,Fishing,Fishing Rods,Web,United States,Los Angeles,Lowell Johnson,Level 2 Sales Representative,Defective product,2011-06-04,4,Croydon
Outdoors,Fishing,Fishing Rods,Web,United States,Miami,Chad Michaels,Level 3 Sales Representative,Incomplete product,2010-10-14,2,Cumbria
Outdoors,Hunting and Shooting,Archery,Store,France,Lyon,Frédéric Samson,Level 3 Sales Representative,Defective product,2009-11-05,4,Darlington
Outdoors,Hunting and Shooting,Archery,Store,Japan,Osaka City,Masuzo Kakui,Level 3 Sales Representative,Defective product,2011-08-07,2,Denbighshire
Outdoors,Hunting and Shooting,Archery,Store,South Korea,Seoul,Jung-ho Choi,Level 3 Sales Representative,Defective product,2010-06-10,2,Derby
Outdoors,Hunting and Shooting,Archery,Web,Australia,Melbourne,Donald Ward,Level 2 Sales Representative,Incomplete product,2010-03-14,2,Derbyshire
Outdoors,Hunting and Shooting,Archery,Web,Australia,Melbourne,John Sinden,Level 3 Sales Representative,Incomplete product,2011-07-22,4,Derry
Outdoors,Hunting and Shooting,Archery,Web,Australia,Melbourne,John Sinden,Level 3 Sales Representative,Unsatisfactory product,2011-12-20,40,Devon
Outdoors,Hunting and Shooting,Archery,Web,Belgium,Heverlee,Yvette Lattrez,Level 3 Sales Representative,Incomplete product,2011-06-16,2,Doncaster
Outdoors,Hunting and Shooting,Archery,Web,France,Lyon,Frédéric Samson,Level 3 Sales Representative,Wrong product ordered,2011-09-15,92,Dorset
Outdoors,Hunting and Shooting,Archery,Web,Mexico,Distrito Federal,Gabriela Rojas,Level 2 Sales Representative,Incomplete product,2011-05-22,2,Down
Outdoors,Hunting and Shooting,Archery,Web,South Korea,Seoul,Jung-ho Choi,Level 3 Sales Representative,Incomplete product,2009-04-14,4,Dudley
Outdoors,Hunting and Shooting,Archery,Web,United States,Los Angeles,Janice Thomas,Level 1 Sales Representative,Incomplete product,2011-09-17,4,Dumfries and Galloway
Outdoors,Hunting and Shooting,Archery,Web,United States,Los Angeles,Valerie Cohen,Level 2 Sales Representative,Incomplete product,2009-10-05,2,Dundee
Outdoors,Hunting and Shooting,Guns and Ammunition,Catalog,Belgium,Heverlee,Giele Laermans,Level 1 Sales Representative,Defective product,2010-04-17,2,Dungannon
Outdoors,Hunting and Shooting,Guns and Ammunition,Store,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Defective product,2009-12-18,2,Durham
Outdoors,Hunting and Shooting,Guns and Ammunition,Store,Japan,Osaka City,Masuzo Kakui,Level 3 Sales Representative,Incomplete product,2011-04-17,2,Ealing
Outdoors,Hunting and Shooting,Guns and Ammunition,Store,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Incomplete product,2011-11-10,4,East Ayrshire
Outdoors,Hunting and Shooting,Guns and Ammunition,Store,United States,Seattle,Ashley McCormick,Level 2 Sales Representative,Unsatisfactory product,2009-07-17,24,East Dunbartonshire
Outdoors,Hunting and Shooting,Guns and Ammunition,Store,United States,Seattle,Audrey Lastman,Level 3 Sales Representative,Defective product,2010-06-26,2,East Lothian
Outdoors,Hunting and Shooting,Guns and Ammunition,Web,Canada,Toronto,Brendon Pike,Level 1 Sales Representative,Wrong product ordered,2010-12-03,72,East Renfrewshire
Outdoors,Hunting and Shooting,Guns and Ammunition,Web,Netherlands,Amsterdam,Jan Haverkamp,Level 2 Sales Representative,Unsatisfactory product,2009-10-28,28,East Riding of Yorkshire
Outdoors,Hunting and Shooting,Hunting Accessories,Store,Australia,Melbourne,John Sinden,Level 3 Sales Representative,Defective product,2010-10-26,2,East Sussex
Outdoors,Hunting and Shooting,Hunting Accessories,Store,Australia,Melbourne,John Sinden,Level 3 Sales Representative,Incomplete product,2011-12-14,2,Edinburgh
Outdoors,Hunting and Shooting,Hunting Accessories,Store,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Incomplete product,2009-08-23,2,Eilean Siar
Outdoors,Hunting and Shooting,Hunting Accessories,Store,France,Lyon,Daniel Turpin,Level 2 Sales Representative,Unsatisfactory product,2009-02-19,24,Enfield
Outdoors,Hunting and Shooting,Hunting Accessories,Store,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Unsatisfactory product,2009-05-22,22,Essex
Outdoors,Hunting and Shooting,Hunting Accessories,Web,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Defective product,2009-10-20,2,Falkirk
Outdoors,Hunting and Shooting,Hunting Accessories,Web,United States,Los Angeles,Corey Wright,Store Manager,Defective product,2011-06-16,2,Fermanagh
Outdoors,Hunting and Shooting,Hunting Apparel,Store,United Kingdom,Birmingham,Josef Lopez,Level 1 Sales Representative,Wrong product shipped,2009-12-02,14,Fife
Outdoors,Hunting and Shooting,Hunting Apparel,Store,United States,Boston,Eric Carson,Level 2 Sales Representative,Unsatisfactory product,2011-07-21,12,Flintshire
Outdoors,Hunting and Shooting,Hunting Apparel,Web,Canada,Calgary,Sherry Rowland,Level 2 Sales Representative,Incomplete product,2011-07-27,2,Gateshead
Outdoors,Hunting and Shooting,Hunting Apparel,Web,Canada,Toronto,Carole Claudel,Level 2 Sales Representative,Incomplete product,2011-02-09,2,Glasgow
Outdoors,Hunting and Shooting,Hunting Apparel,Web,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Unsatisfactory product,2011-05-07,48,Gloucestershire
Outdoors,Paddle and Water,Canoes,Store,Switzerland,Zürich,Frank Jever,Level 3 Sales Representative,Defective product,2010-10-02,2,Greenwich
Outdoors,Paddle and Water,Canoes,Web,Austria,Wien,Sabine Grüner,Level 3 Sales Representative,Defective product,2011-10-05,2,Gwynedd
Outdoors,Paddle and Water,Canoes,Web,Germany,München,Björn Winkler,Level 3 Sales Representative,Defective product,2011-10-14,2,Hackney
Outdoors,Paddle and Water,Canoes,Web,Sweden,Kista,Anders Nilsson,Level 2 Sales Representative,Incomplete product,2010-06-28,2,Halton
Outdoors,Paddle and Water,Kayaks,Store,Belgium,Heverlee,Yvette Lattrez,Level 3 Sales Representative,Incomplete product,2011-11-20,2,Hammersmith and Fulham
Outdoors,Paddle and Water,Kayaks,Store,Canada,Toronto,Carole Claudel,Level 2 Sales Representative,Defective product,2009-12-28,2,Hampshire
Outdoors,Paddle and Water,Kayaks,Store,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Incomplete product,2011-01-20,2,Haringey
Outdoors,Paddle and Water,Kayaks,Web,China,Shanghai,Xiangyong Wang,Level 2 Sales Representative,Defective product,2010-06-14,2,Harrow
Outdoors,Paddle and Water,Kayaks,Web,Germany,Hamburg,Elsbeth Wiesinger,Level 2 Sales Representative,Defective product,2011-12-05,6,Hartlepool
Outdoors,Paddle and Water,Kayaks,Web,Switzerland,Zürich,Frank Jever,Level 3 Sales Representative,Defective product,2011-10-17,4,Havering
Outdoors,Paddle and Water,Paddle Accessories,Catalog,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Incomplete product,2010-05-02,2,Herefordshire
Outdoors,Paddle and Water,Paddle Accessories,Store,Japan,Osaka City,Masuzo Kakui,Level 3 Sales Representative,Wrong product ordered,2011-09-10,30,Hertfordshire
Outdoors,Paddle and Water,Paddle Accessories,Web,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Unsatisfactory product,2011-03-30,28,Highland
Outdoors,Paddle and Water,Paddles and Oars,Store,France,Paris,Élizabeth Michel,Level 3 Sales Representative,Defective product,2010-05-04,4,Hillingdon
Outdoors,Paddle and Water,Paddles and Oars,Store,Netherlands,Amsterdam,Jan Haverkamp,Level 2 Sales Representative,Defective product,2009-08-19,2,Hounslow
Outdoors,Paddle and Water,Paddles and Oars,Store,Switzerland,Zürich,Gianni Vertemati,Level 1 Sales Representative,Defective product,2010-10-05,4,Inverclyde
Team Sports,Baseball and Softball,Baseball Apparel,Catalog,United Kingdom,Birmingham,Emily Browne,Level 2 Sales Representative,Wrong product ordered,2010-12-19,8,Isle of Wight
Team Sports,Baseball and Softball,Baseball Apparel,Store,Belgium,Heverlee,Yvette Lattrez,Level 3 Sales Representative,Wrong product ordered,2010-08-26,10,Isles of Scilly
Team Sports,Baseball and Softball,Baseball Apparel,Store,Germany,Hamburg,Gunter Erler,Level 2 Sales Representative,Incomplete product,2009-07-22,2,Islington
Team Sports,Baseball and Softball,Baseball Apparel,Store,Mexico,Distrito Federal,Gabriela Rojas,Level 2 Sales Representative,Wrong product ordered,2010-11-18,8,Kensington and Chelsea
Team Sports,Baseball and Softball,Baseball Apparel,Web,Brazil,São Paulo,Eduardo Guimarães,Level 2 Sales Representative,Unsatisfactory product,2009-11-29,22,Kent
Team Sports,Baseball and Softball,Baseball Apparel,Web,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Wrong product shipped,2010-05-09,8,Kingston upon Hull
Team Sports,Baseball and Softball,Baseball Cleats,Store,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Unsatisfactory product,2010-08-21,8,Kingston upon Thames
Team Sports,Baseball and Softball,Baseball Cleats,Web,Sweden,Kista,Anders Nilsson,Level 2 Sales Representative,Wrong product ordered,2009-10-31,8,Kirklees
Team Sports,Baseball and Softball,Baseball Gloves,Store,France,Paris,Élizabeth Michel,Level 3 Sales Representative,Unsatisfactory product,2010-10-14,56,Knowsley
Team Sports,Baseball and Softball,Baseball Gloves,Store,Germany,München,Björn Winkler,Level 3 Sales Representative,Incomplete product,2010-07-18,6,Lambeth
Team Sports,Baseball and Softball,Baseball Gloves,Store,Italy,Milano,Alessandra Torta,Level 3 Sales Representative,Defective product,2010-01-31,2,Lancashire
Team Sports,Baseball and Softball,Baseball Gloves,Store,Switzerland,Zürich,Frank Jever,Level 3 Sales Representative,Defective product,2011-11-19,2,Larne
Team Sports,Baseball and Softball,Baseball Gloves,Store,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Incomplete product,2009-07-27,2,Leeds
Team Sports,Baseball and Softball,Baseball Gloves,Store,United States,Seattle,Bart Scott,Level 2 Sales Representative,Incomplete product,2009-02-27,4,Leicester
Team Sports,Baseball and Softball,Baseball Gloves,Web,Austria,Wien,Sabine Grüner,Level 3 Sales Representative,Defective product,2009-08-07,2,Leicestershire
Team Sports,Baseball and Softball,Baseball Gloves,Web,Mexico,Distrito Federal,Gabriela Rojas,Level 2 Sales Representative,Incomplete product,2011-08-21,2,Lewisham
Team Sports,Baseball and Softball,Baseball Gloves,Web,Spain,Bilbao,Yolanda Torres,Level 3 Sales Representative,Defective product,2011-08-23,2,Limavady
Team Sports,Baseball and Softball,Baseball Gloves,Web,United Kingdom,Birmingham,Keith Reed,Level 1 Sales Representative,Unsatisfactory product,2011-11-05,64,Lincolnshire
Team Sports,Baseball and Softball,Baseball Gloves,Web,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Defective product,2009-11-27,2,Lisburn
Team Sports,Baseball and Softball,Baseballs,Web,Sweden,Kista,Anders Nilsson,Level 2 Sales Representative,Wrong product shipped,2010-08-24,46,Liverpool
