Employe,Matricule,Nom,Prenom,Departement,Poste,Sexe,DateNaissance,Statut Marital,Formation,Deplacement,Pays,Distance Domicile lieu de travail,Salaire,Stocks Option,Heures Sup,Nombre employeurs precedents,Nombre annees de travail,Anciennete,Anciennete dans le poste actuel,Changement de poste en annees,Derniere augmentation,Nombre de formations 2015
1.000000,"10258","Dupuy","Paul","R&D","Research Director","1",1976-06-25,"Marie","Bac","Occasionnel","Germany","20 KM",19436.000000,1.000000,"Non",0.000000,22.000000,21.000000,7.000000,3.000000,9.000000,5.000000
1.000000,"10259","Durand","GHISLAINE","R&D","Research Scientist","1",1965-06-28,"Marie","Bac Plus2","Occasionnel","Germany","10 KM",2723.000000,0.000000,"Non",1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1.000000,"10260","Duval","RICHARD","R&D","Laboratory Technician","2",1985-06-23,"Inc","Bac","Nomade","Germany","290 KM",3479.000000,0.000000,"Non",0.000000,6.000000,5.000000,4.000000,1.000000,4.000000,2.000000
1.000000,"10261","Etienne","Patrice","R&D","Laboratory Technician","1",1984-06-23,"Inc","Bac Plus2","Nomade","Germany","70 KM",2794.000000,0.000000,"Non",1.000000,5.000000,5.000000,1.000000,0.000000,3.000000,3.000000
1.000000,"10262","Fabre","FRANCOISE","Ventes","Sales Executive","1",1978-06-25,"Marie","Bac","Sedentaire","Germany","20 KM",5249.000000,1.000000,"Non",3.000000,13.000000,8.000000,7.000000,7.000000,5.000000,0.000000
1.000000,"10263","Faure","ISABELLE","R&D","Laboratory Technician","1",1984-06-23,"Celibataire","Sans","Occasionnel","Germany","20 KM",2176.000000,0.000000,"Non",4.000000,9.000000,6.000000,2.000000,0.000000,4.000000,5.000000
1.000000,"10264","Fernandez","JEROME","Ventes","Manager","",1970-06-27,"Marie","Bac Plus2","Occasionnel","Germany","20 KM",16872.000000,1.000000,"Oui",3.000000,28.000000,7.000000,7.000000,7.000000,7.000000,2.000000
1.000000,"10265","Fleury","MAGALI","R&D","Laboratory Technician","1",1988-06-22,"Celibataire","Bac Plus3","Occasionnel","Germany","20 KM",3485.000000,0.000000,"Non",2.000000,5.000000,0.000000,0.000000,0.000000,0.000000,5.000000
1.000000,"10266","Fontaine","COLETTE","Ventes","Sales Executive","1",1987-06-23,"Marie","Bac Plus2","Occasionnel","Germany","20 KM",6644.000000,2.000000,"Non",2.000000,10.000000,0.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10267","Fournier","MARIE CHRISTINE","R&D","Healthcare Representative","1",1985-06-23,"Marie","Bac Plus2","Occasionnel","Germany","230 KM",5582.000000,1.000000,"Non",0.000000,10.000000,9.000000,0.000000,7.000000,8.000000,2.000000
1.000000,"10268","Francois","Christine","R&D","Healthcare Representative","1",1991-06-22,"Marie","Bac","Sedentaire","Germany","50 KM",4000.000000,2.000000,"Non",1.000000,6.000000,6.000000,3.000000,1.000000,5.000000,2.000000
1.000000,"10269","Gaillard","MONIQUE","R&D","Healthcare Representative","1",1971-06-27,"Marie","Bac","Occasionnel","Germany","200 KM",13496.000000,0.000000,"Oui",0.000000,21.000000,20.000000,7.000000,4.000000,10.000000,2.000000
1.000000,"10270","Garcia","FRANCOISE","R&D","Laboratory Technician","1",1980-06-24,"Marie","Bac Plus2","Occasionnel","Germany","60 KM",3210.000000,1.000000,"Non",0.000000,16.000000,15.000000,13.000000,10.000000,11.000000,4.000000
1.000000,"10271","Garnier","CATHERINE","R&D","Manager","1",1961-06-29,"Celibataire","Bac Plus2","Occasionnel","Germany","10 KM",19045.000000,0.000000,"Oui",0.000000,37.000000,36.000000,10.000000,4.000000,13.000000,2.000000
1.000000,"10272","Gauthier","ISABELLE","R&D","Manager","1",1969-06-27,"Marie","Bac Plus3","Sedentaire","Germany","290 KM",11849.000000,1.000000,"Oui",1.000000,10.000000,10.000000,7.000000,9.000000,9.000000,2.000000
1.000000,"10273","Gautier","Thierry","R&D","Research Scientist","2",1988-06-22,"Marie","Bac Plus2","Occasionnel","Germany","90 KM",2070.000000,1.000000,"Non",1.000000,5.000000,5.000000,2.000000,0.000000,4.000000,3.000000
1.000000,"10274","Gay","GWENAELLE","Ventes","Sales Executive","1",1979-06-25,"Marie","Bac Plus3","Occasionnel","Germany","60 KM",6502.000000,1.000000,"Non",4.000000,7.000000,5.000000,4.000000,0.000000,1.000000,5.000000
1.000000,"10275","Gerard","MARIE HELENE","R&D","Research Scientist","1",1995-06-21,"Celibataire","Bac","Occasionnel","Germany","30 KM",3230.000000,0.000000,"Non",1.000000,3.000000,3.000000,2.000000,1.000000,0.000000,4.000000
1.000000,"10276","Germain","LAURENCE","R&D","Research Director","1",1979-06-25,"Marie","Bac Plus3","Sedentaire","Germany","10 KM",13603.000000,2.000000,"Oui",2.000000,15.000000,5.000000,2.000000,0.000000,2.000000,2.000000
1.000000,"10277","Gilbert","CHRISTINE","R&D","Manager","1",1981-06-24,"Marie","Bac Plus2","Occasionnel","Germany","220 KM",11996.000000,1.000000,"Non",7.000000,10.000000,7.000000,7.000000,6.000000,2.000000,6.000000
1.000000,"10278","Gillet","VALERIE","Ventes","Sales Executive","1",1978-06-25,"Marie","Bac","Occasionnel","Germany","70 KM",5605.000000,1.000000,"Oui",1.000000,8.000000,8.000000,0.000000,7.000000,7.000000,3.000000
1.000000,"10279","Girard","MICHELLE","R&D","Manufacturing Director","1",1990-06-22,"Marie","Bac Plus2","Nomade","Germany","10 KM",6397.000000,1.000000,"Non",1.000000,6.000000,6.000000,5.000000,1.000000,4.000000,6.000000
1.000000,"10280","Giraud","ERIC","R&D","Research Director","2",1966-06-28,"Marie","Sans","Occasionnel","Germany","40 KM",19144.000000,2.000000,"Non",3.000000,28.000000,10.000000,4.000000,1.000000,6.000000,4.000000
1.000000,"10281","Grondin","ODILE","R&D","Research Director","1",1963-06-29,"Marie","Bac Plus3","Occasionnel","Germany","30 KM",17584.000000,3.000000,"Oui",3.000000,21.000000,5.000000,3.000000,1.000000,3.000000,5.000000
1.000000,"10282","Guerin","JACKIE","Ventes","Sales Executive","",1974-06-26,"Marie","Sans","Occasionnel","Germany","10 KM",4907.000000,0.000000,"Non",1.000000,20.000000,20.000000,16.000000,11.000000,6.000000,3.000000
1.000000,"10283","Guichard","MARTINE","Ventes","Sales Executive","1",1987-06-23,"Celibataire","Bac","Nomade","Germany","20 KM",4554.000000,0.000000,"Non",1.000000,10.000000,10.000000,7.000000,0.000000,9.000000,3.000000
1.000000,"10284","Guillaume","ROBERT","R&D","Laboratory Technician","2",1961-06-29,"Marie","Bac","Occasionnel","Germany","200 KM",5415.000000,1.000000,"Oui",3.000000,12.000000,10.000000,7.000000,0.000000,8.000000,4.000000
1.000000,"10285","Guillot","DENIS","R&D","Healthcare Representative","2",1990-06-22,"Marie","Bac","Nomade","Germany","110 KM",4741.000000,1.000000,"Oui",1.000000,5.000000,5.000000,3.000000,3.000000,3.000000,3.000000
1.000000,"10286","Guyot","JOSIANE","R&D","Research Scientist","1",1979-06-25,"Celibataire","Bac Plus2","Occasionnel","Germany","10 KM",2115.000000,0.000000,"Non",1.000000,17.000000,17.000000,12.000000,5.000000,7.000000,3.000000
1.000000,"10287","Hamon","VIVIANE","R&D","Laboratory Technician","1",1972-06-26,"Marie","Bac Plus2","Nomade","Germany","240 KM",3161.000000,1.000000,"Oui",3.000000,19.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1.000000,"10288","Henry","AUGUSTA","R&D","Healthcare Representative","1",1978-06-25,"Marie","Bac Plus3","Occasionnel","Germany","230 KM",5745.000000,1.000000,"Non",9.000000,10.000000,2.000000,2.000000,1.000000,2.000000,2.000000
1.000000,"10289","Herve","JEAN-CLAUDE","R&D","Laboratory Technician","2",1990-06-22,"Marie","Bac Plus3","Occasionnel","Germany","160 KM",2373.000000,1.000000,"Oui",2.000000,5.000000,3.000000,2.000000,0.000000,2.000000,2.000000
1.000000,"10290","Hoarau","MARIE CHRISTINE","R&D","Research Scientist","",1988-06-22,"Celibataire","Bac","Occasionnel","Germany","80 KM",3310.000000,0.000000,"Non",1.000000,5.000000,5.000000,3.000000,0.000000,2.000000,3.000000
1.000000,"10291","Hubert","Paul","R&D","Research Director","1",1967-06-28,"Celibataire","Bac Plus3","Nomade","Germany","100 KM",18665.000000,0.000000,"Oui",9.000000,22.000000,3.000000,2.000000,1.000000,2.000000,4.000000
1.000000,"10292","Huet","CECILE","R&D","Research Scientist","1",1980-06-24,"Celibataire","Bac Plus2","Occasionnel","Germany","30 KM",4485.000000,0.000000,"Non",4.000000,10.000000,8.000000,0.000000,7.000000,7.000000,2.000000
1.000000,"10293","Humbert","MONIQUE","Ventes","Sales Representative","1",1985-06-23,"Marie","Bac Plus2","Nomade","Germany","50 KM",2789.000000,1.000000,"Non",1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,5.000000
1.000000,"10294","Jacob","JEROME","Ventes","Sales Executive","2",1990-06-22,"Celibataire","Bac Plus3","Occasionnel","Germany","40 KM",5828.000000,0.000000,"Oui",1.000000,8.000000,8.000000,7.000000,7.000000,4.000000,0.000000
1.000000,"10295","Jacquet","SYLVETTE","R&D","Research Scientist","1",1979-06-25,"Inc","Bac Plus2","Nomade","Germany","90 KM",2326.000000,3.000000,"Oui",1.000000,4.000000,4.000000,2.000000,1.000000,2.000000,3.000000
1.000000,"10296","Jean","LINA","Ventes","Sales Executive","1",1974-06-26,"Marie","Bac Plus2","Nomade","Germany","260 KM",13525.000000,1.000000,"Non",5.000000,23.000000,20.000000,4.000000,4.000000,8.000000,2.000000
1.000000,"10297","Joly","MARINA","R&D","Laboratory Technician","1",1998-06-20,"Celibataire","Bac Plus2","Occasionnel","Germany","30 KM",1420.000000,0.000000,"Non",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10298","Martin","CHRISTINE","Ventes","Sales Executive","1",1981-06-24,"Marie","Bac Plus2","Occasionnel","Germany","160 KM",8020.000000,2.000000,"Non",0.000000,12.000000,11.000000,9.000000,6.000000,9.000000,3.000000
1.000000,"10299","Bernard","VERONIQUE","R&D","Laboratory Technician","1",1980-06-24,"Marie","Bac Plus3","Nomade","Germany","180 KM",3688.000000,2.000000,"Non",4.000000,4.000000,1.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10300","Thomas","MONIQUE","R&D","Manufacturing Director","1",1965-06-28,"Marie","Bac Plus2","Occasionnel","Germany","20 KM",5482.000000,1.000000,"Non",5.000000,13.000000,4.000000,1.000000,1.000000,2.000000,3.000000
1.000000,"10301","Petit","JOHANN","Ventes","Manager","2",1975-06-26,"Celibataire","Bac Plus3","Occasionnel","Germany","20 KM",16015.000000,0.000000,"Non",1.000000,22.000000,22.000000,10.000000,0.000000,4.000000,2.000000
1.000000,"10302","Robert","LAURENCE","Ventes","Sales Representative","1",1998-06-20,"Celibataire","Bac Plus2","Occasionnel","Germany","100 KM",1200.000000,0.000000,"Non",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10303","Richard","Christine","R&D","Healthcare Representative","1",1988-06-22,"Celibataire","Bac","Occasionnel","Germany","160 KM",5661.000000,0.000000,"Non",0.000000,9.000000,8.000000,3.000000,0.000000,7.000000,2.000000
1.000000,"10304","Durand","","Ventes","Sales Executive","1",1985-06-23,"Marie","Bac Plus2","Occasionnel","Germany","70 KM",6929.000000,1.000000,"Non",4.000000,10.000000,8.000000,7.000000,7.000000,7.000000,3.000000
1.000000,"10305","Dubois","Paul","R&D","Healthcare Representative","1",1977-06-25,"Marie","Bac Plus2","Occasionnel","Germany","10 KM",9613.000000,3.000000,"Non",0.000000,19.000000,18.000000,10.000000,3.000000,7.000000,5.000000
1.000000,"10306","Moreau","CLAUDINE MARIE","R&D","Laboratory Technician","1",1980-06-24,"Marie","Bac Plus3","Sedentaire","Germany","240 KM",5674.000000,1.000000,"Non",7.000000,11.000000,9.000000,8.000000,0.000000,8.000000,3.000000
1.000000,"10307","Laurent","ALEXIS","Ventes","Sales Executive","2",1984-06-23,"Inc","Bac Plus2","Occasionnel","Germany","70 KM",5484.000000,1.000000,"Non",1.000000,13.000000,13.000000,8.000000,4.000000,8.000000,3.000000
1.000000,"10308","Simon","MARIE-PIERRE","R&D","Research Director","1",1978-06-25,"Marie","Bac","Occasionnel","Germany","250 KM",12061.000000,1.000000,"Non",3.000000,19.000000,10.000000,8.000000,0.000000,1.000000,2.000000
1.000000,"10309","Michel","LYLIANE","R&D","Healthcare Representative","1",1958-06-30,"Marie","Bac Plus3","Sedentaire","Germany","10 KM",5660.000000,1.000000,"Oui",2.000000,12.000000,5.000000,3.000000,1.000000,2.000000,2.000000
1.000000,"10310","Lefebvre","MATTHIEU","R&D","Research Scientist","",1985-06-23,"Marie","Bac Plus3","Occasionnel","Germany","50 KM",4821.000000,1.000000,"Oui",0.000000,6.000000,5.000000,2.000000,0.000000,3.000000,4.000000
1.000000,"10311","Leroy","ARLETTE","RH","Human Resources","",1985-06-23,"Marie","Bac Plus2","Occasionnel","Germany","20 KM",6410.000000,0.000000,"Non",3.000000,9.000000,2.000000,2.000000,1.000000,0.000000,1.000000
1.000000,"10312","Roux","FRANCOISE","R&D","Laboratory Technician","1",1971-06-27,"Marie","Bac Plus2","Nomade","Germany","70 KM",5210.000000,1.000000,"Non",1.000000,24.000000,24.000000,9.000000,9.000000,11.000000,2.000000
1.000000,"10313","David","JEAN-LUC","R&D","Research Scientist","1",1985-06-23,"Marie","Bac Plus3","Occasionnel","Germany","20 KM",2695.000000,1.000000,"Oui",0.000000,3.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1.000000,"10314","Bertrand","MARTINE","R&D","Manager","",1983-06-24,"Marie","Bac Plus3","Nomade","Germany","50 KM",11878.000000,2.000000,"Non",6.000000,12.000000,10.000000,6.000000,8.000000,8.000000,2.000000
1.000000,"10315","Morel","Philippe","R&D","Manager","",1977-06-25,"Marie","Sans","Occasionnel","Germany","100 KM",17068.000000,0.000000,"Oui",1.000000,21.000000,21.000000,9.000000,11.000000,10.000000,3.000000
1.000000,"10316","Fournier","AGNES","R&D","Laboratory Technician","1",1973-06-26,"Celibataire","Bac Plus3","Nomade","Germany","100 KM",2455.000000,0.000000,"Non",0.000000,9.000000,8.000000,7.000000,1.000000,7.000000,5.000000
1.000000,"10317","Girard","PAULINE","R&D","Healthcare Representative","1",1967-06-28,"Celibataire","Bac","Occasionnel","Germany","10 KM",13964.000000,0.000000,"Oui",7.000000,25.000000,7.000000,1.000000,0.000000,7.000000,2.000000
1.000000,"10318","Bonnet","VERONIQUE","R&D","Research Scientist","",1964-06-28,"Marie","Bac Plus3","Occasionnel","Germany","80 KM",4941.000000,0.000000,"Non",2.000000,11.000000,8.000000,2.000000,7.000000,7.000000,3.000000
1.000000,"10319","Dupont","MADELEINE","R&D","Research Scientist","1",1989-06-22,"Celibataire","Bac Plus2","Occasionnel","Germany","50 KM",2478.000000,0.000000,"Oui",1.000000,4.000000,4.000000,3.000000,1.000000,2.000000,2.000000
1.000000,"10320","Lambert","Christine","Ventes","Sales Executive","",1984-06-23,"Marie","Bac","Occasionnel","Germany","80 KM",5228.000000,0.000000,"Oui",1.000000,13.000000,13.000000,12.000000,11.000000,9.000000,2.000000
1.000000,"10321","Fontaine","LAURENT","Ventes","Sales Executive","2",1989-06-22,"Celibataire","Bac Plus2","Occasionnel","Germany","20 KM",4478.000000,0.000000,"Oui",1.000000,5.000000,5.000000,4.000000,0.000000,4.000000,3.000000
1.000000,"10322","Rousseau","ALINE","Ventes","Sales Executive","1",1985-06-23,"Marie","Bac Plus2","Occasionnel","Germany","70 KM",7547.000000,3.000000,"Non",4.000000,13.000000,7.000000,7.000000,1.000000,7.000000,3.000000
1.000000,"10323","Vincent","PATRICIA","R&D","Research Scientist","1",1984-06-23,"Celibataire","Bac Plus3","Occasionnel","Germany","20 KM",5055.000000,0.000000,"Non",7.000000,10.000000,7.000000,7.000000,0.000000,7.000000,0.000000
1.000000,"10324","Muller","GINETTE","R&D","Research Scientist","",1988-06-22,"Marie","Bac Plus3","Occasionnel","Germany","20 KM",3464.000000,0.000000,"Oui",5.000000,5.000000,3.000000,2.000000,2.000000,2.000000,4.000000
1.000000,"10325","Lefevre","Philippe","R&D","Research Scientist","1",1986-06-23,"Marie","Bac","Occasionnel","Germany","280 KM",5775.000000,2.000000,"Non",1.000000,11.000000,10.000000,8.000000,1.000000,9.000000,2.000000
1.000000,"10326","Faure","JOSIANE","R&D","Manufacturing Director","1",1985-06-23,"Marie","Bac","Nomade","Germany","70 KM",8943.000000,1.000000,"Non",1.000000,10.000000,10.000000,9.000000,8.000000,9.000000,2.000000
1.000000,"10327","Andre","HELENE","R&D","Manager","",1977-06-25,"Marie","Bac","Nomade","Germany","70 KM",19272.000000,1.000000,"Non",1.000000,21.000000,21.000000,9.000000,13.000000,3.000000,2.000000
1.000000,"10328","Mercier","JEAN-MARC","Ventes","Sales Executive","1",1977-06-25,"Marie","Bac","Occasionnel","Germany","30 KM",5238.000000,0.000000,"Oui",4.000000,12.000000,1.000000,0.000000,0.000000,0.000000,3.000000
1.000000,"10329","Blanc","NADINE","Ventes","Sales Executive","1",1983-06-24,"Celibataire","Bac Plus2","Nomade","Germany","100 KM",4682.000000,0.000000,"Non",3.000000,9.000000,7.000000,7.000000,0.000000,1.000000,6.000000
1.000000,"10330","Guerin","Cecile","R&D","Research Director","1",1969-06-27,"Marie","Bac Plus5","Occasionnel","Germany","50 KM",18300.000000,1.000000,"Non",4.000000,21.000000,3.000000,2.000000,1.000000,1.000000,2.000000
1.000000,"10331","Marchand","JEROME","R&D","Laboratory Technician","2",1973-06-26,"Marie","Bac Plus3","Nomade","Germany","100 KM",5257.000000,1.000000,"Non",1.000000,9.000000,9.000000,7.000000,0.000000,0.000000,3.000000
1.000000,"10332","Marechal","CHRISTELLE","Ventes","Sales Executive","",1989-06-22,"Marie","Sans","Sedentaire","Germany","10 KM",6349.000000,1.000000,"Oui",0.000000,6.000000,5.000000,4.000000,1.000000,4.000000,0.000000
1.000000,"10333","Marie","CHRISTIANE","R&D","Research Scientist","1",1962-06-29,"Celibataire","Bac Plus3","Nomade","Germany","200 KM",4869.000000,0.000000,"Non",3.000000,20.000000,4.000000,3.000000,0.000000,3.000000,4.000000
1.000000,"10334","Martin","Philippe","R&D","Healthcare Representative","1",1973-06-26,"Marie","Bac Plus2","Occasionnel","Germany","70 KM",9985.000000,1.000000,"Non",8.000000,10.000000,1.000000,0.000000,0.000000,0.000000,1.000000
1.000000,"10335","Martinez","DOMINIQUE","R&D","Research Scientist","1",1971-06-27,"Marie","Bac Plus3","Occasionnel","Germany","80 KM",3697.000000,2.000000,"Non",9.000000,12.000000,10.000000,9.000000,9.000000,8.000000,3.000000
1.000000,"10336","Marty","Joao","Ventes","Sales Executive","1",1976-06-25,"Marie","Bac","Occasionnel","Germany","10 KM",7457.000000,3.000000,"Oui",2.000000,6.000000,4.000000,3.000000,0.000000,2.000000,2.000000
1.000000,"10337","Masson","ODILE","R&D","Laboratory Technician","1",1987-06-23,"Marie","Bac Plus3","Occasionnel","Germany","80 KM",2119.000000,0.000000,"Oui",1.000000,7.000000,7.000000,7.000000,0.000000,7.000000,4.000000
1.000000,"10338","Mathieu","MONIQUE","R&D","Laboratory Technician","1",1987-06-23,"Celibataire","Bac Plus5","Occasionnel","Germany","90 KM",3983.000000,0.000000,"Non",0.000000,4.000000,3.000000,2.000000,2.000000,2.000000,2.000000
1.000000,"10339","Menard","GISELE","Ventes","Sales Executive","1",1986-06-23,"Marie","Bac Plus2","Occasionnel","Germany","50 KM",6118.000000,3.000000,"Non",1.000000,10.000000,10.000000,9.000000,1.000000,2.000000,2.000000
1.000000,"10340","Mercier","Patrice","Ventes","Sales Executive","1",1989-06-22,"Marie","Bac Plus3","Occasionnel","Germany","80 KM",6214.000000,1.000000,"Non",1.000000,8.000000,8.000000,7.000000,0.000000,7.000000,3.000000
1.000000,"10341","Meunier","PATRICIA","R&D","Manufacturing Director","",1979-06-25,"Marie","Bac","Occasionnel","Germany","50 KM",6347.000000,2.000000,"Non",7.000000,8.000000,6.000000,2.000000,0.000000,4.000000,2.000000
1.000000,"10342","Meyer","DOMINIQUE","R&D","Research Director","1",1978-06-25,"Marie","Bac","Occasionnel","Germany","150 KM",11510.000000,1.000000,"Oui",0.000000,12.000000,11.000000,10.000000,2.000000,9.000000,3.000000
1.000000,"10343","Michaud","DOMINIQUE","R&D","Manufacturing Director","1",1985-06-23,"Celibataire","Bac Plus3","Occasionnel","Germany","70 KM",7143.000000,0.000000,"Oui",1.000000,11.000000,11.000000,9.000000,4.000000,10.000000,2.000000
1.000000,"10344","Michel","THIERRY","Ventes","Sales Executive","2",1987-06-23,"Marie","Sans","Occasionnel","Germany","100 KM",8268.000000,2.000000,"Oui",1.000000,7.000000,7.000000,7.000000,1.000000,7.000000,2.000000
1.000000,"10345","Millet","ELIANE","R&D","Manufacturing Director","1",1981-06-24,"Celibataire","Bac Plus3","Occasionnel","Germany","50 KM",8095.000000,0.000000,"Non",0.000000,17.000000,16.000000,6.000000,0.000000,13.000000,5.000000
1.000000,"10346","Monnier","FRANCE","R&D","Research Scientist","1",1993-06-21,"Marie","Sans","Occasionnel","Germany","260 KM",2904.000000,2.000000,"Non",1.000000,4.000000,4.000000,2.000000,0.000000,2.000000,2.000000
1.000000,"10347","Moreau","ISABELLE","R&D","Manufacturing Director","1",1975-06-26,"Celibataire","Bac Plus2","Occasionnel","Germany","60 KM",6032.000000,0.000000,"Oui",6.000000,8.000000,5.000000,4.000000,1.000000,2.000000,3.000000
1.000000,"10348","Morel","FRANCOISE","Ventes","Sales Representative","1",1969-06-27,"Celibataire","Sans","Nomade","Germany","40 KM",2976.000000,0.000000,"Non",3.000000,5.000000,0.000000,0.000000,0.000000,0.000000,3.000000
1.000000,"10349","Morin","BATRICE","R&D","Research Director","1",1974-06-26,"Celibataire","Bac Plus5","Occasionnel","Germany","230 KM",15992.000000,0.000000,"Non",2.000000,16.000000,1.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10350","Moulin","MONIQUE","Ventes","Sales Executive","1",1987-06-23,"Inc","Bac Plus2","Sedentaire","Germany","20 KM",4649.000000,1.000000,"Non",1.000000,4.000000,4.000000,3.000000,0.000000,2.000000,3.000000
1.000000,"10351","Muller","GREGORY","RH","Human Resources","2",1974-06-26,"Marie","Sans","Occasionnel","Germany","20 KM",2696.000000,1.000000,"Oui",0.000000,4.000000,3.000000,2.000000,1.000000,0.000000,5.000000
1.000000,"10352","Nicolas","KARINE","R&D","Laboratory Technician","1",1984-06-23,"Marie","Bac Plus2","Occasionnel","Germany","20 KM",2370.000000,1.000000,"Non",1.000000,8.000000,8.000000,0.000000,0.000000,7.000000,4.000000
1.000000,"10353","Noel","BETTY","Ventes","Manager","1",1968-06-27,"Marie","Sans","Occasionnel","Germany","290 KM",12504.000000,1.000000,"Non",3.000000,15.000000,0.000000,0.000000,0.000000,0.000000,3.000000
1.000000,"10354","Olivier","MARIE LAURE","R&D","Research Scientist","1",1979-06-25,"Marie","Bac Plus2","Occasionnel","Germany","60 KM",5974.000000,2.000000,"Oui",4.000000,13.000000,7.000000,7.000000,6.000000,7.000000,2.000000
1.000000,"10355","Paris","CLAUDINE","Ventes","Sales Executive","",1986-06-23,"Marie","Bac","Sedentaire","Germany","250 KM",4736.000000,1.000000,"Oui",7.000000,4.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1.000000,"10356","Pasquier","ISABELLE","Ventes","Sales Executive","1",1990-06-22,"Marie","Bac Plus2","Occasionnel","Germany","10 KM",5296.000000,1.000000,"Non",1.000000,8.000000,8.000000,7.000000,7.000000,7.000000,3.000000
1.000000,"10357","Payet","JACKY","R&D","Healthcare Representative","1",1974-06-26,"Celibataire","Bac Plus3","Occasionnel","Germany","20 KM",6781.000000,0.000000,"Non",3.000000,14.000000,1.000000,0.000000,0.000000,0.000000,6.000000
1.000000,"10358","Pelletier","ALEXANDRA","Ventes","Sales Representative","1",1995-06-21,"Celibataire","Sans","Nomade","Germany","10 KM",2174.000000,0.000000,"Oui",1.000000,3.000000,3.000000,2.000000,1.000000,2.000000,3.000000
1.000000,"10359","Perez","REGIS","Ventes","Sales Executive","2",1980-06-24,"Celibataire","Bac Plus5","Sedentaire","Germany","10 KM",6653.000000,0.000000,"Non",4.000000,7.000000,1.000000,0.000000,0.000000,0.000000,6.000000
1.000000,"10360","Perret","Philippe","Ventes","Sales Executive","1",1980-06-24,"Marie","Bac Plus3","Nomade","Germany","30 KM",9699.000000,1.000000,"Non",4.000000,16.000000,13.000000,9.000000,1.000000,12.000000,2.000000
1.000000,"10361","Perrier","ROSE","R&D","Healthcare Representative","1",1959-06-30,"Marie","Bac Plus3","Occasionnel","Germany","10 KM",6755.000000,0.000000,"Non",2.000000,15.000000,3.000000,2.000000,1.000000,2.000000,2.000000
1.000000,"10362","Perrin","ANNE MARIE","R&D","Laboratory Technician","1",1976-06-25,"Marie","Bac Plus3","Occasionnel","Germany","100 KM",2213.000000,1.000000,"Oui",3.000000,10.000000,7.000000,7.000000,1.000000,7.000000,3.000000
1.000000,"10363","Perrot","DELPHINE","Ventes","Sales Representative","1",1995-06-21,"Celibataire","Bac","Sedentaire","Germany","90 KM",2610.000000,0.000000,"Non",1.000000,3.000000,3.000000,2.000000,2.000000,2.000000,3.000000
1.000000,"10364","Petit","CAROLINE","Ventes","Sales Representative","",1983-06-24,"Celibataire","Bac Plus2","Occasionnel","Germany","50 KM",2851.000000,0.000000,"Oui",1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10365","Philippe","DANIELLE","R&D","Laboratory Technician","1",1979-06-25,"Marie","Bac Plus2","Occasionnel","Germany","100 KM",3452.000000,1.000000,"Non",6.000000,17.000000,5.000000,4.000000,0.000000,3.000000,3.000000
1.000000,"10366","Picard","CHRISTINE","R&D","Manufacturing Director","1",1970-06-27,"Marie","Bac Plus3","Sedentaire","Germany","70 KM",5258.000000,0.000000,"Non",2.000000,7.000000,1.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10367","Pichon","ABDULMECIT","Ventes","Sales Executive","2",1975-06-26,"Celibataire","Bac Plus2","Nomade","Germany","40 KM",9355.000000,0.000000,"Non",1.000000,8.000000,8.000000,7.000000,7.000000,7.000000,5.000000
1.000000,"10368","Pierre","Paul","R&D","Healthcare Representative","1",1966-06-28,"Celibataire","Bac Plus2","Occasionnel","Germany","100 KM",10496.000000,0.000000,"Non",6.000000,20.000000,4.000000,3.000000,1.000000,3.000000,2.000000
1.000000,"10369","Poirier","CLAUDE","Ventes","Sales Executive","2",1976-06-25,"Marie","Bac","Occasionnel","Germany","220 KM",6380.000000,2.000000,"Oui",2.000000,8.000000,6.000000,4.000000,1.000000,0.000000,6.000000
1.000000,"10370","Poulain","YVETTE","R&D","Research Scientist","1",1985-06-23,"Celibataire","Bac Plus3","Occasionnel","Germany","90 KM",2657.000000,0.000000,"Oui",0.000000,3.000000,2.000000,2.000000,2.000000,2.000000,5.000000
1.000000,"10371","Prevost","MICHEL","Ventes","Sales Representative","2",1995-06-21,"Celibataire","Bac Plus2","Occasionnel","Germany","120 KM",2716.000000,0.000000,"Non",1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1.000000,"10372","Remy","MARIE FRANCE","R&D","Research Scientist","1",1987-06-23,"Celibataire","Bac Plus2","Occasionnel","Germany","230 KM",2201.000000,0.000000,"Non",9.000000,6.000000,3.000000,2.000000,1.000000,2.000000,4.000000
1.000000,"10373","Renard","LUCIENNE","R&D","Healthcare Representative","1",1981-06-24,"Celibataire","Bac Plus3","Occasionnel","Germany","90 KM",6540.000000,0.000000,"Non",9.000000,10.000000,1.000000,1.000000,0.000000,0.000000,5.000000
