card_id,t_amount,t_no_over500,c_balance_limit,c_amount_last_month,time_no_3hour,time_amount_3hour,m_history,m_type,t_time,e_time_lag,time_reject,e_reject,limit,gender,edu_level,mar_stat,imp_lev,occupation,eco_cat,annual_salary,own_hou_flag,vendors_in_30_minutes,merchant_country,is_fraud
4392268302891826,104.25,5,0.087,473.77,0,0,1,5942,9,1440,1,0,23919.75,2,7,M,2,Research and Development,2,191358,0,1,USA,0
4392268302891827,258.3,12,0.095,465.34,0,0,1,5311,14,1440,0,0,46654.12,2,2,M,4,Customer Service,1,373233,0,3,Russia,0
4392268302891828,113.71,9,0.103,682.11,0,0,1,5812,13,120,0,0,40266,2,2,M,2,Quality Assurance,3,322128,1,1,USA,0
4392268302891865,210.41,5,0.097,545.2,0,0,1,5542,11,120,0,0,10127.87,2,4,D,2,Advertising,4,81023,0,1,USA,0
4392268302891866,82.89,7,0.101,544.26,0,0,1,5211,19,120,0,0,9240.75,1,3,M,5,Tech Support,4,73926,1,3,China,0
4392268302891867,216.63,9,0.093,761.82,0,0,1,4511,10,1440,0,0,25716.87,2,5,M,2,Tech Support,5,205735,0,1,Russia,0
4392268302891868,68.5,7,0.096,685.27,0,0,1,5912,15,1440,0,1,29709.62,1,5,M,4,Customer Service,4,237677,0,1,Turkey,0
4392268302891869,140.99,16,0.09,801.09,0,0,0,5812,14,120,0,0,12522.99,2,6,S,2,Quality Assurance,4,100184,1,4,USA,0
4392268302891870,237.8,14,0.1,673.35,1,80.35,1,5942,12,1440,0,0,19449,2,4,C,5,Customer Relations,1,155592,0,1,USA,0
4392268302891871,147.73,9,0.096,482.48,0,0,1,5912,13,1440,0,0,40406.37,1,3,M,1,Legal Department,1,323251,0,5,USA,0
4392268302891872,99.44,11,0.093,350.97,0,0,1,5311,19,120,0,0,9875.49,1,6,C,2,Asset Management,1,79004,0,1,Nigeria,0
4392268302891873,168.74,6,0.103,727.21,0,0,1,5311,10,120,0,1,39806.25,1,4,M,1,Media Relations,2,318450,1,1,China,0
4392268302891874,125.96,9,0.11,681.18,0,0,1,5311,12,1440,1,0,19578.62,2,7,M,4,Payroll,5,156629,1,1,USA,0
4392268302891875,127.39,12,0.09,521.18,0,0,1,4511,11,120,0,1,41764.62,2,5,C,1,Public Relations,5,334117,0,1,China,0
4392268302891876,163.24,9,0.097,766.69,0,0,1,4511,9,1440,0,0,37694.37,1,2,S,5,Advertising,3,301555,0,1,USA,0
4392268302891844,202.3,8,0.09,515.94,0,0,1,4511,12,60,0,0,47071.37,2,4,M,4,Human Resources,4,376571,0,4,China,0
4392268302891845,92.45,12,0.086,675.6,0,0,1,6211,10,120,0,0,34460.74,2,3,S,1,Human Resources,2,275686,0,1,USA,0
4392268302891846,133.54,9,0.098,713.23,0,0,1,5542,16,1440,0,0,45955.87,1,4,S,3,Sales and Marketing,2,367647,1,1,USA,0
4392268302891847,181.51,6,0.092,726.07,0,0,1,5211,8,1440,0,0,24667.5,1,2,S,5,Human Resources,2,197340,0,1,China,0
4392268302891848,117.68,7,0.101,705.96,0,0,1,5942,16,1440,0,0,29413.74,2,7,S,3,Legal Department,4,235310,1,3,China,0
4392268302891849,234.33,8,0.099,524.01,0,0,1,4511,12,120,0,0,28624.87,1,4,M,1,Media Relations,1,228999,1,1,USA,0
4392268302891850,283.04,9,0.109,719.47,0,0,1,5311,10,1440,0,0,22870.12,1,4,S,2,Accounting,1,182961,1,1,China,0
4392268302891851,120.32,6,0.117,689.69,2,145.03,1,6211,7,1440,0,0,37269.37,2,7,C,1,Customer Relations,2,298155,0,1,USA,0
4392268302891852,111.93,10,0.087,708.45,0,0,1,5065,19,1440,0,0,21909,2,5,C,1,Research and Development,5,175272,0,1,Malaysia,0
4392268302891853,301.72,10,0.099,375.89,1,106.18,1,5311,9,1440,0,0,30773.12,2,3,S,4,Tech Support,3,246185,0,1,USA,0
4392268302891854,124.2,8,0.096,516.29,0,0,1,5912,8,120,0,0,11791.74,1,2,D,3,Public Relations,4,94334,0,1,Turkey,0
4392268302891855,245.98,7,0.106,444.68,0,0,1,5311,10,1440,0,0,44493.75,2,1,M,1,Public Relations,1,355950,1,1,USA,0
4392268302891856,72.34,6,0.105,726.97,0,0,1,6211,19,1440,0,0,42997.87,1,5,C,4,Asset Management,1,343983,1,2,China,0
4392268302891857,191.99,9,0.092,506.13,0,0,1,5311,8,1440,1,0,32792.62,1,3,S,5,Accounting,1,262341,0,4,Malaysia,0
4392268302891858,139.7,5,0.105,465.77,0,0,1,5942,7,1440,0,0,41078.25,1,2,D,5,Human Resources,5,328626,0,1,China,0
4392268302891859,224.93,10,0.09,541.23,1,113.99,1,5211,13,1440,0,0,21839.25,2,5,S,5,Research and Development,4,174714,1,1,Malaysia,0
4392268302891860,54.47,6,0.098,523.07,0,0,1,5812,16,1440,0,0,26967.24,2,5,D,4,Public Relations,4,215738,1,1,USA,0
4392268302891861,124.57,9,0.102,482.33,0,0,1,5311,8,1440,0,0,38114.62,1,7,M,1,Customer Service,3,304917,0,1,China,0
4392268302891862,210.3,9,0.122,727.8,0,0,1,5311,7,1440,0,1,4278.37,2,7,M,1,Legal Department,5,34227,0,1,USA,0
4392268302891863,287.03,9,0.105,509.3,0,0,1,6211,7,1440,0,0,38153.49,1,2,S,4,Accounting,3,305228,1,1,Malaysia,0
4392268302891864,113.26,16,0.1,697.47,0,0,1,5812,8,120,0,0,12959.37,2,7,C,3,Human Resources,3,103675,0,1,Malaysia,0
4392268302891901,263.54,7,0.093,782.48,0,0,1,5311,15,1440,0,0,18044.25,2,6,C,2,Advertising,1,144354,1,1,Russia,0
4392268302891902,167.48,8,0.125,385.56,0,0,1,6211,19,1440,0,0,15934.74,2,1,D,1,Sales and Marketing,5,127478,1,2,China,0
4392268302891903,93.58,7,0.102,488.06,0,0,1,5942,15,120,0,0,14709.87,1,5,S,4,Finances,3,117679,0,1,China,0
4392268302891904,119.04,7,0.104,711.98,0,0,1,5912,12,1440,0,0,48540.49,2,4,M,3,Media Relations,2,388324,1,1,USA,0
4392268302891905,163.96,8,0.1,356.12,0,0,1,5211,16,1440,0,1,25215.87,1,3,D,2,Accounting,3,201727,0,1,USA,0
4392268302891906,192.92,9,0.11,674.21,1,136.3,1,5211,9,1440,0,0,3791.37,2,5,M,4,Sales and Marketing,5,30331,0,1,USA,0
4392268302891907,230.81,6,0.12,680.77,0,0,1,5812,19,1440,0,0,13654.37,1,7,D,4,Payroll,5,109235,1,1,China,0
4392268302891908,158.75,11,0.092,665.31,0,0,1,4511,16,120,0,0,17164.5,2,6,M,2,Sales and Marketing,3,137316,1,1,China,0
4392268302891909,123.95,12,0.109,455.86,0,0,1,5065,8,120,0,0,23987.62,2,4,D,3,Research and Development,5,191901,0,5,China,0
4392268302891877,91.55,11,0.109,730.63,0,0,1,5542,18,1440,0,0,41679.12,1,5,S,3,Research and Development,5,333433,0,1,Nigeria,0
4392268302891878,155.49,15,0.087,470.08,0,0,1,5812,9,1440,0,0,45250.62,2,4,C,2,Customer Relations,5,362005,1,1,USA,0
4392268302891879,165.32,11,0.106,676.79,0,0,1,5942,17,1440,0,0,27667.99,1,4,S,5,Tech Support,2,221344,1,1,Nigeria,0
4392268302891880,166.26,9,0.094,565.19,0,0,1,5912,15,60,0,0,6806.62,1,2,M,5,Customer Relations,5,54453,1,1,USA,0
4392268302891881,265.13,8,0.094,800.89,0,0,1,5311,13,1440,0,0,34269.75,2,1,C,3,Accounting,2,274158,0,1,USA,0
4392268302891882,151.1,9,0.11,702.79,0,0,1,5812,15,1440,0,0,14973,1,3,C,2,Tech Support,4,119784,0,4,Russia,0
4392268302891883,162.69,6,0.077,775.23,2,94.1,1,4511,8,1440,0,0,27717.37,2,4,M,4,Quality Assurance,1,221739,1,1,China,0
4392268302891884,79.67,11,0.101,621.48,0,0,1,5542,8,120,0,0,31482.75,2,3,D,3,Advertising,5,251862,0,1,USA,0
4392268302891885,190.79,11,0.105,526.68,0,0,1,5065,19,120,0,0,21244.5,2,7,M,5,Customer Relations,5,169956,1,1,Turkey,0
4392268302891886,75.79,9,0.1,640.38,0,0,0,6211,14,1440,0,0,6783.49,2,5,C,1,Customer Service,5,54268,0,4,China,0
4392268302891887,102.23,14,0.122,486.6,0,0,1,5542,15,60,0,0,47181.87,1,3,M,1,Media Relations,3,377455,1,1,USA,0
4392268302891888,240.37,10,0.117,847.21,0,0,1,6211,15,1440,0,0,38184.62,2,2,S,1,Finances,3,305477,1,1,USA,0
4392268302891889,110.59,13,0.107,739.29,0,0,1,6211,12,1440,0,0,47554.24,1,5,C,4,Research and Development,4,380434,0,1,USA,0
4392268302891890,330.01,7,0.094,696.27,0,0,1,5211,6,1440,0,0,20441.25,1,3,D,2,Public Relations,1,163530,0,1,China,0
4392268302891891,259.92,8,0.087,397.28,0,0,1,5311,9,60,0,0,42748.37,1,4,M,3,Customer Service,1,341987,1,1,USA,0
4392268302891892,175.29,8,0.098,693.11,0,0,0,5942,16,1440,0,0,40985.49,1,1,M,5,Public Relations,2,327884,1,1,China,0
4392268302891893,93.72,9,0.102,596.92,0,0,1,5812,14,1440,0,0,18198.49,1,1,M,2,Media Relations,1,145588,0,3,USA,0
4392268302891894,195.4,6,0.093,573.68,0,0,0,5942,6,1440,0,0,31111.12,1,1,S,4,Research and Development,5,248889,0,1,USA,0
4392268302891895,200.11,8,0.102,451.7,0,0,1,5065,10,1440,0,0,29086.37,2,2,C,2,Research and Development,2,232691,0,4,China,0
4392268302891896,80.6,7,0.097,708.12,0,0,1,5542,17,60,0,0,40455.75,2,3,S,5,Media Relations,1,323646,1,3,USA,0
4392268302891897,82.86,7,0.102,528.19,0,0,1,5065,8,120,0,0,25743.75,1,7,M,2,Finances,1,205950,1,1,China,0
4392268302891898,133.71,11,0.092,669.07,0,0,1,5812,17,1440,0,0,48986.37,1,7,C,5,Quality Assurance,2,391891,0,1,USA,0
4392268302891899,121.9,9,0.098,518.94,0,0,1,5065,15,1440,0,0,21843.99,2,7,D,3,Accounting,1,174752,0,1,China,0
4392268302891900,176.92,10,0.083,644.99,0,0,1,4511,17,1440,0,0,22995.87,2,5,S,4,Legal Department,5,183967,0,1,Turkey,0
4392268302891937,176.01,9,0.115,673.14,0,0,1,6211,9,60,0,0,11627.25,2,1,S,2,Advertising,2,93018,1,1,Russia,0
4392268302891938,292.79,11,0.09,464.77,0,0,0,5812,11,1440,0,0,43881.99,2,1,M,3,Accounting,5,351056,1,5,China,0
4392268302891939,88.1,9,0.098,523.96,0,0,1,5812,16,120,0,0,45704.25,1,7,M,2,Payroll,4,365634,1,1,China,0
4392268302891940,115.73,5,0.086,735.33,0,0,1,5542,10,1440,0,0,46419.75,2,1,D,2,Finances,4,371358,0,1,Nigeria,0
4392268302891941,115.95,12,0.093,773.82,2,173.67,1,5542,9,1440,0,0,8875.99,2,5,S,5,Media Relations,5,71008,0,1,Turkey,0
4392268302891942,108.71,11,0.083,829.96,1,126.79,1,5311,9,1440,0,0,6441.99,1,4,C,3,Advertising,2,51536,0,1,China,0
4392268302891910,140.25,17,0.102,749.32,0,0,1,5065,17,1440,0,0,34098.37,1,7,C,4,Quality Assurance,4,272787,0,5,USA,0
4392268302891911,270.87,8,0.089,481.03,0,0,1,5912,17,1440,0,0,31210.5,1,5,S,1,Human Resources,4,249684,1,1,China,0
4392268302891912,138.25,9,0.099,719.23,0,0,1,5912,18,120,0,0,15268.5,1,5,S,4,Quality Assurance,2,122148,0,4,China,0
4392268302891913,102.95,8,0.088,733.95,0,0,1,5542,10,1440,0,0,36201.75,1,1,D,1,Finances,5,289614,1,1,Turkey,0
4392268302891914,190.15,9,0.085,478.32,0,0,1,5211,6,1440,0,0,34974.87,2,7,M,2,Customer Service,5,279799,1,1,China,0
4392268302891915,262.7,10,0.086,547.99,0,0,0,5211,6,1440,0,0,42938.62,2,5,D,2,Quality Assurance,4,343509,0,1,USA,0
4392268302891916,106.62,10,0.102,727.5,0,0,1,5542,14,120,0,0,41422.99,1,7,C,1,Finances,4,331384,1,1,USA,0
4392268302891917,163.26,18,0.086,474.94,0,0,1,5942,14,1440,0,0,43642.99,2,3,M,5,Research and Development,1,349144,0,3,China,0
4392268302891918,161.95,13,0.107,660.02,0,0,1,5211,16,1440,0,0,32456.49,2,6,M,5,Human Resources,1,259652,0,1,USA,0
4392268302891919,134.81,6,0.102,625.83,0,0,1,5542,13,1440,0,0,14200.62,2,4,S,2,Customer Relations,3,113605,0,1,China,0
4392268302891920,115.87,8,0.108,702.2,0,0,1,5311,7,1440,0,0,27180.49,1,2,S,3,Quality Assurance,2,217444,1,1,USA,0
4392268302891921,135.8,7,0.094,659.19,0,0,1,5311,15,1440,0,0,23944.37,2,2,M,4,Research and Development,2,191555,1,3,China,0
4392268302891922,61.47,10,0.094,510.38,0,0,1,5211,9,1440,0,0,8745.87,1,1,C,4,Research and Development,3,69967,1,1,China,0
4392268302891923,139.81,12,0.092,536.32,0,0,1,4511,9,1440,0,1,45192.87,1,3,S,5,Media Relations,5,361543,0,1,China,0
4392268302891924,80.66,5,0.12,702.76,0,0,1,5311,10,1440,0,0,33977.12,1,6,D,4,Public Relations,3,271817,0,4,China,0
4392268302891925,176.11,9,0.085,515.08,0,0,1,5812,7,1440,0,0,18069.37,2,7,S,5,Customer Relations,1,144555,1,1,China,0
4392268302891926,174.07,10,0.091,665.61,0,0,1,5942,17,120,0,0,43103.62,1,5,C,3,Legal Department,2,344829,0,1,USA,0
4392268302891927,288.59,5,0.09,804.76,0,0,1,6211,7,1440,0,0,14727.75,2,7,M,1,Sales and Marketing,4,117822,1,1,China,0
4392268302891928,152.58,4,0.091,444.88,0,0,1,6211,10,1440,0,0,23167.62,1,3,D,5,Asset Management,2,185341,0,1,Nigeria,0
4392268302891929,65.64,7,0.105,442.32,1,64.96,1,5912,14,1440,0,0,19483.62,2,7,C,4,Quality Assurance,3,155869,1,1,Turkey,0
4392268302891930,176.91,8,0.095,645.55,0,0,1,5912,8,60,0,0,17077.37,2,5,D,1,Customer Relations,3,136619,1,1,USA,0
4392268302891931,209.17,9,0.101,534.66,0,0,1,5812,16,1440,0,0,46199.74,1,3,D,1,Asset Management,1,369598,0,4,China,0
4392268302891932,127.32,6,0.106,506.21,0,0,1,5211,9,1440,0,0,9142.24,1,7,C,5,Media Relations,1,73138,0,1,USA,0
4392268302891933,90.37,8,0.102,697.32,0,0,1,5542,18,1440,0,0,31495.87,1,7,C,4,Public Relations,1,251967,1,1,USA,0
4392268302891934,207.78,9,0.081,728.11,0,0,0,5812,9,1440,0,0,48423.12,1,6,M,3,Media Relations,1,387385,1,3,USA,0
4392268302891935,248.27,7,0.101,434.63,0,0,1,5311,8,1440,1,0,14051.12,1,2,D,2,Quality Assurance,1,112409,1,1,Russia,0
4392268302891936,124.9,15,0.102,554.7,0,0,1,5812,6,1440,0,0,33242.37,2,1,M,2,Payroll,1,265939,0,1,USA,0
4392268302891973,145.8,6,0.096,811.18,0,0,1,5542,19,1440,0,0,32478.75,1,1,M,5,Public Relations,3,259830,1,1,China,0
4392268302891974,266.49,7,0.092,730.84,0,0,1,5311,10,1440,0,0,9456.62,1,2,D,4,Asset Management,4,75653,0,1,USA,0
4392268302891975,131.29,8,0.107,694.43,0,0,1,6211,10,1440,0,0,9027.12,1,7,S,3,Sales and Marketing,3,72217,0,1,China,0
4392268302891943,236.79,10,0.107,651.68,1,79.88,1,5812,19,1440,0,0,42366.49,1,6,S,1,Quality Assurance,5,338932,0,1,China,0
4392268302891944,145.03,6,0.089,571.76,0,0,1,4511,15,1440,0,0,32807.25,1,5,C,3,Finances,4,262458,1,1,China,0
4392268302891945,163.36,6,0.111,624.81,0,0,1,5942,12,1440,0,0,18640.99,2,1,D,3,Payroll,2,149128,1,1,Russia,0
4392268302891946,151.2,9,0.114,760.87,0,0,1,5542,15,1440,0,0,42314.37,2,4,D,1,Sales and Marketing,2,338515,0,1,Turkey,0
4392268302891947,246.72,13,0.103,648.62,2,131.65,1,5912,6,1440,0,0,36503.25,2,3,S,5,Human Resources,3,292026,1,1,China,0
4392268302891948,283.58,11,0.103,731.51,0,0,1,5912,14,60,0,0,14789.87,2,5,D,2,Tech Support,5,118319,0,1,China,0
4392268302891949,190.34,15,0.078,568.28,0,0,1,4511,17,1440,0,0,49173.37,2,4,M,2,Public Relations,5,393387,0,5,China,0
4392268302891950,94.59,8,0.101,655.16,0,0,1,5211,11,1440,0,0,32405.62,1,7,C,3,Media Relations,5,259245,1,1,China,0
4392268302891951,68.97,11,0.096,794.51,0,0,1,5812,19,1440,0,0,32990.49,1,4,C,4,Sales and Marketing,1,263924,0,1,Turkey,0
4392268302891952,304.04,5,0.109,434.08,0,0,1,5211,11,1440,0,0,38760.62,2,7,M,2,Asset Management,5,310085,1,1,China,0
4392268302891953,120.47,8,0.103,560.61,0,0,1,5942,16,1440,0,0,15596.87,2,5,D,4,Finances,3,124775,0,1,China,0
4392268302891954,232.99,6,0.091,749.27,0,0,1,5065,15,1440,0,0,4149,2,7,C,2,Advertising,2,33192,1,1,China,0
4392268302891955,141.09,11,0.1,492.4,2,139.84,1,5211,7,1440,0,0,13772.87,2,6,D,4,Finances,4,110183,1,3,China,0
4392268302891956,240.67,6,0.095,734.81,0,0,1,4511,15,1440,0,0,46621.74,2,3,M,1,Finances,3,372974,0,1,China,0
4392268302891957,85.74,8,0.093,515.08,2,163.49,1,6211,10,1440,0,0,18119.25,2,2,S,4,Quality Assurance,4,144954,1,1,USA,0
4392268302891958,228.71,16,0.093,596.93,0,0,1,5942,14,1440,0,0,27894.87,2,7,M,4,Finances,5,223159,1,1,USA,0
4392268302891959,85.48,5,0.115,695.1,0,0,1,5812,16,1440,0,0,35985.12,2,2,M,5,Quality Assurance,3,287881,0,1,USA,0
4392268302891960,167.57,12,0.108,533.35,0,0,1,5311,18,1440,0,0,48170.37,1,2,C,5,Customer Service,4,385363,1,1,China,0
4392268302891961,118.44,13,0.096,681.3,0,0,1,6211,10,1440,0,0,32454.87,2,1,D,3,Accounting,1,259639,1,1,China,0
4392268302891962,110.33,12,0.103,764.98,0,0,1,5311,10,1440,0,0,48172.37,1,2,D,1,Public Relations,4,385379,0,4,China,0
4392268302891963,210.13,13,0.092,425.28,0,0,1,5542,15,1440,0,0,24189.62,2,5,M,2,Customer Relations,3,193517,0,5,Russia,0
4392268302891964,247.07,9,0.094,666.03,0,0,1,5311,8,60,0,0,32748.12,2,6,D,4,Asset Management,4,261985,0,1,USA,0
4392268302891965,276.3,9,0.12,470.59,1,51.47,1,4511,17,1440,0,0,5500.5,1,6,D,1,Sales and Marketing,4,44004,0,1,China,0
4392268302891966,89.44,7,0.102,559.44,0,0,1,6211,8,1440,0,0,3864.75,2,3,M,1,Media Relations,1,30918,1,1,USA,0
4392268302891967,247.37,3,0.102,683.39,0,0,1,6211,15,120,1,0,31672.5,1,7,M,3,Human Resources,4,253380,0,1,USA,0
4392268302891968,122.96,11,0.103,690.6,1,96.64,1,5942,19,1440,1,0,17233.12,1,2,D,2,Research and Development,3,137865,1,1,China,0
4392268302891969,125.24,12,0.095,554.21,0,0,1,6211,10,1440,0,0,10473.62,1,2,D,2,Media Relations,3,83789,1,1,China,0
4392268302891970,173.79,4,0.094,712.85,0,0,1,5311,16,1440,1,0,18247.37,1,4,D,1,Sales and Marketing,4,145979,1,1,China,0
4392268302891971,62.32,10,0.096,406.02,2,235.71,1,5812,10,1440,0,0,48884.62,1,2,M,5,Payroll,4,391077,0,1,USA,0
4392268302891972,164.85,10,0.118,690.62,1,82.12,1,6211,10,1440,0,1,39709.99,2,5,D,4,Quality Assurance,3,317680,0,3,China,0
4392268302891976,162.74,12,0.102,518.93,0,0,1,5211,13,1440,0,0,33124.87,1,7,M,1,Payroll,5,264999,1,1,China,0
4392268302891977,66.61,5,0.106,443.25,0,0,1,6211,19,1440,0,0,23251.74,1,7,S,3,Human Resources,2,186014,0,1,China,0
4392268302891978,273.48,11,0.095,548.81,0,0,1,4511,6,120,0,0,45286.5,2,3,D,3,Customer Relations,3,362292,1,1,USA,0
4392268302891979,69.73,8,0.089,782.8,0,0,0,4511,12,1440,0,1,12277.5,1,2,C,3,Asset Management,2,98220,1,1,USA,0
4392268302891980,90.29,5,0.098,657.62,0,0,1,5942,11,120,0,0,26255.74,2,4,S,3,Customer Service,1,210046,1,1,Malaysia,0
4392268302891981,178.76,9,0.098,457.11,0,0,1,5211,19,60,1,0,28791.87,2,7,C,2,Accounting,5,230335,0,1,Russia,0
4392268302891982,156.06,3,0.087,571.82,0,0,1,5311,12,1440,1,0,49215.12,2,3,C,5,Legal Department,5,393721,0,1,China,0
4392268302891983,217.55,12,0.1,760.58,0,0,1,5542,17,120,0,0,46924.74,2,2,S,3,Advertising,1,375398,1,1,China,0
4392268302891984,228.28,13,0.087,476.67,0,0,1,6211,15,1440,1,0,31510.99,1,6,M,5,Research and Development,5,252088,0,1,USA,0
4392268302891985,235.38,5,0.091,534.34,0,0,1,5912,19,120,0,0,12528.12,1,1,D,3,Research and Development,3,100225,0,5,China,0
4392268302891986,172.53,10,0.101,730.56,0,0,1,5065,15,1440,0,0,46289.37,1,3,D,2,Research and Development,3,370315,0,5,China,0
4392268302891987,285.97,7,0.077,472.85,0,0,1,5812,17,1440,0,0,41916.37,2,7,D,1,Finances,4,335331,0,1,Russia,0
4392268302891988,119.99,12,0.104,483.84,0,0,0,5942,8,1440,1,0,16421.25,2,1,M,5,Sales and Marketing,2,131370,1,1,China,0
4392268302891989,139.53,13,0.096,552.01,0,0,1,5065,13,120,0,0,44738.74,2,6,D,3,Customer Relations,3,357910,0,1,China,0
4392268302891990,85.45,6,0.105,642.2,1,100.04,1,4511,9,1440,0,0,35529.49,2,1,C,2,Legal Department,2,284236,0,2,Turkey,0
4392268302891991,281.95,11,0.106,380,0,0,1,5311,17,120,0,0,30388.74,1,7,S,3,Public Relations,4,243110,0,1,Malaysia,0
4392268302891992,198.54,8,0.095,695.1,0,0,1,5942,11,1440,0,0,35201.37,1,1,M,5,Research and Development,4,281611,1,1,Russia,0
4392268302891993,172.31,4,0.106,441.85,2,198.27,1,5311,19,1440,0,0,22717.62,2,4,C,3,Media Relations,4,181741,0,1,China,0
4392268302891994,305.79,8,0.093,789.21,0,0,1,5912,14,1440,0,1,45798.12,1,2,C,2,Legal Department,4,366385,1,1,USA,0
4392268302891995,24.6,7,0.086,518.04,0,0,1,4511,7,1440,0,0,32769,2,2,C,1,Public Relations,3,262152,0,1,China,0
4392268302891996,77.78,9,0.101,385.64,0,0,1,5311,15,1440,0,0,38292.12,2,3,C,4,Public Relations,2,306337,1,1,China,0
4392268302891997,90.36,7,0.115,711.84,0,0,1,5065,16,120,0,0,5581.87,2,3,M,3,Advertising,2,44655,1,1,USA,0
4392268302891998,170.29,14,0.1,685.81,0,0,1,4511,11,1440,0,0,41325.24,1,2,S,3,Human Resources,4,330602,0,4,USA,0
4392268302891999,108.9,9,0.104,461.24,0,0,1,5942,19,1440,0,0,10308.12,1,3,C,3,Asset Management,5,82465,1,1,USA,0
4392268302892000,203.46,10,0.1,738.06,0,0,1,6211,6,1440,0,0,31861.12,2,6,S,5,Tech Support,3,254889,1,1,China,0
4392268302892001,283.36,5,0.121,505.65,0,0,1,5542,15,1440,0,0,42639.49,2,4,S,2,Sales and Marketing,4,341116,1,2,China,0
4392268302892002,114.66,7,0.114,525.84,0,0,1,5912,17,1440,0,0,47368.37,1,1,S,4,Tech Support,2,378947,1,4,China,0
4392268302892003,265.75,10,0.094,489.63,2,138.35,1,4511,16,120,0,0,22073.62,1,5,C,3,Media Relations,1,176589,0,1,USA,0
4392268302892004,183.81,7,0.097,750.96,0,0,1,5942,18,1440,0,0,16926.62,1,4,S,1,Tech Support,1,135413,1,5,USA,0
4392268302892005,86.75,14,0.091,730.86,0,0,1,5812,19,1440,0,0,28486.37,1,7,M,3,Research and Development,1,227891,0,1,USA,0
4392268302892006,121.65,12,0.089,749.87,0,0,1,5211,11,1440,0,0,31693.62,2,3,S,1,Advertising,2,253549,1,1,China,0
4392268302892007,186.38,7,0.11,660.22,2,176.29,1,5211,11,120,0,0,14187,1,1,M,4,Tech Support,1,113496,1,1,Nigeria,0
4392268302892009,272.96,7,0.101,419.83,0,0,1,5542,13,1440,0,0,12796.99,2,4,S,2,Quality Assurance,1,102376,1,1,China,0
4392268302892010,248.83,8,0.1,677.38,0,0,1,5211,18,1440,0,1,12440.12,2,2,C,1,Accounting,4,99521,0,1,China,0
4392268302892011,109.55,11,0.098,678.35,0,0,1,5942,7,60,0,0,11177.12,1,2,M,4,Payroll,4,89417,0,3,China,0
4392268302892012,119.81,8,0.117,656.76,0,0,1,5942,18,1440,0,1,7083.87,1,3,S,1,Quality Assurance,5,56671,1,1,USA,0
4392268302892013,230.64,8,0.119,445.4,0,0,1,5812,15,120,0,1,30145.74,2,1,C,1,Advertising,2,241166,1,1,China,0
4392268302892014,57.35,4,0.1,716.26,0,0,1,5542,6,1440,0,0,12973.5,1,4,D,2,Media Relations,4,103788,0,1,USA,0
4392268302892015,145.11,9,0.095,555.38,0,0,1,5542,19,1440,0,0,13748.49,1,5,C,2,Legal Department,3,109988,1,1,China,0
4392268302892016,158.99,6,0.102,752,0,0,1,5211,15,1440,0,0,7993.24,1,3,D,3,Media Relations,1,63946,0,1,China,0
4392268302892017,164.5,4,0.113,511.95,0,0,0,5542,18,1440,0,0,34342.62,2,4,D,1,Legal Department,4,274741,1,1,USA,0
4392268302892018,142.27,5,0.09,480.29,0,0,1,5942,10,1440,0,0,33073.87,1,4,D,2,Human Resources,4,264591,1,1,USA,0
4392268302892019,219.02,6,0.104,702.51,0,0,1,4511,18,1440,0,0,11798.62,2,5,M,2,Research and Development,5,94389,1,1,China,0
4392268302892020,261.96,7,0.109,505.18,0,0,1,5912,15,120,0,0,6793.5,2,2,C,3,Public Relations,2,54348,1,5,China,0
4392268302892021,252.07,8,0.096,497.98,0,0,1,6211,6,1440,0,0,49837.5,1,5,C,2,Tech Support,1,398700,0,1,China,0
4392268302892022,131.63,11,0.087,724.37,0,0,1,5812,10,60,0,0,10617,1,2,M,1,Customer Relations,3,84936,1,1,Nigeria,0
4392268302892023,136.82,8,0.101,485.39,0,0,1,5542,18,120,0,0,11289,1,4,C,4,Research and Development,5,90312,0,1,Malaysia,0
4392268302892024,160,9,0.1,710.26,0,0,1,5812,12,1440,0,0,4897.99,1,3,D,1,Payroll,2,39184,0,1,Nigeria,0
4392268302892025,112.44,14,0.078,446.13,0,0,1,5912,19,1440,0,0,24862.12,2,7,D,5,Sales and Marketing,2,198897,1,1,Malaysia,0
4392268302892026,101.95,12,0.102,659.3,2,174.81,1,5942,15,1440,0,0,44209.74,2,5,C,5,Sales and Marketing,3,353678,1,5,USA,0
4392268302892027,74.83,8,0.096,750.28,0,0,1,5542,8,1440,1,0,33693.87,2,1,M,2,Media Relations,3,269551,1,1,USA,0
4392268302892028,159.63,9,0.104,686.12,0,0,1,5065,18,1440,0,0,6287.62,2,5,S,4,Customer Relations,5,50301,1,4,Turkey,0
4392268302892029,106.71,13,0.11,554.93,0,0,1,5542,9,1440,0,0,40604.74,2,2,C,3,Customer Service,1,324838,1,1,Nigeria,0
4392268302892030,223.95,4,0.112,500.21,0,0,1,5211,6,60,0,0,11470.87,2,6,D,1,Research and Development,1,91767,1,4,Malaysia,0
4392268302892031,134.14,6,0.103,698.83,2,175.99,1,5211,11,1440,0,0,17916.49,2,4,C,3,Sales and Marketing,1,143332,0,1,China,0
4392268302892032,141.23,5,0.108,518.15,0,0,1,5542,10,120,0,0,32725.74,2,5,M,5,Customer Service,2,261806,0,1,China,0
4392268302892033,70.88,8,0.095,443.74,0,0,1,5065,6,1440,1,0,36997.37,2,5,C,5,Advertising,3,295979,1,1,USA,0
